UniProt	Predikcija
Q8BHC4	GO:0005739
P48318	GO:0005739
O95822	GO:0005739
Q99J39	GO:0005739
Q920F5	GO:0005739
Q96C86	GO:0005739
Q9U720	GO:0005739
F4HYF3	GO:0005739
Q9CWS0	GO:0005739
Q9D3F7	GO:0005739
Q9NUL7	GO:0005739
Q9CWT6	GO:0005739
Q38953	GO:0005739
Q16698	GO:0005739
Q9CQ62	GO:0005739
Q9FV53	GO:0005739
Q9HBH1	GO:0005739
Q14154	GO:0005739
Q9DCV6	GO:0005739
Q9NTK1	GO:0005739
Q8K2F3	GO:0005739
Q9S7D1	GO:0005739
Q8GUK1	GO:0005739
Q16854	GO:0005739
Q9QX60	GO:0005739
Q9FWR4	GO:0005739
P51660	GO:0005739
Q92506	GO:0005739
P50171	GO:0005739
Q43314	GO:0005739
Q38946	GO:0005739
Q9S7A0	GO:0005739
P54385	GO:0005739
P00367	GO:0005739
P26443	GO:0005739
P10860	GO:0005739
P49448	GO:0005739
F4JYE9	GO:0005739
Q8BVI4	GO:0005739
Q99L04	GO:0005739
Q13268	GO:0005739
Q99LB2	GO:0005739
O14521	GO:0005739
Q9CXV1	GO:0005739
A5GZW8	GO:0005739
Q9P7X0	GO:0005739
Q64442	GO:0005739
Q96HY7	GO:0005739
Q6PGC1	GO:0005739
Q7L2E3	GO:0005739
O60879	GO:0005739
Q06143	GO:0005739
Q9UBX3	GO:0005739
Q9QZD8	GO:0005739
Q27257	GO:0005739
Q9FK02	GO:0005739
Q12086	GO:0005739
Q9NRI5	GO:0005739
Q810H6	GO:0005739
Q9LXV3	GO:0005739
Q9NVH1	GO:0005739
Q5U458	GO:0005739
Q78YY6	GO:0005739
Q8CFP6	GO:0005739
P59041	GO:0005739
O01352	GO:0005739
P32891	GO:0005739
P46681	GO:0005739
Q9M5K3	GO:0005739
Q9M5K2	GO:0005739
P09622	GO:0005739
O08749	GO:0005739
P31023	GO:0005739
Q6P6R2	GO:0005739
O00087	GO:0005739
P09624	GO:0005739
Q94AX4	GO:0005739
Q86YH6	GO:0005739
Q33DR3	GO:0005739
O13851	GO:0005739
Q09013	GO:0005739
P54265	GO:0005739
P51530	GO:0005739
Q0WT48	GO:0005739
Q96EY1	GO:0005739
Q99M87	GO:0005739
Q9D844	GO:0005739
Q9H3Z4	GO:0005739
Q42572	GO:0005739
P12000	GO:0005739
P04819	GO:0005739
P49916	GO:0005739
Q9D113	GO:0005739
O00429	GO:0005739
Q8K1M6	GO:0005739
Q09748	GO:0005739
P54861	GO:0005739
Q682U6	GO:0005739
Q15054	GO:0005739
Q27607	GO:0005739
P54098	GO:0005739
P54099	GO:0005739
Q9QYV8	GO:0005739
Q9UHN1	GO:0005739
Q9QZM2	GO:0005739
Q12704	GO:0005739
P15801	GO:0005739
P14284	GO:0005739
Q5T2R2	GO:0005739
Q33DR2	GO:0005739
O43091	GO:0005739
O08553	GO:0005739
P36152	GO:0005739
Q9QXB9	GO:0005739
Q9LVT4	GO:0005739
Q9FNX5	GO:0005739
P39112	GO:0005739
Q9C5M0	GO:0005739
Q945F0	GO:0005739
Q6AXW7	GO:0005739
Q9HGN6	GO:0005739
Q9D700	GO:0005739
Q9D7B1	GO:0005739
O74553	GO:0005739
P33316	GO:0005739
Q8BZ98	GO:0005739
Q9U1M9	GO:0005739
Q86XF0	GO:0005739
P24942	GO:0005739
O35459	GO:0005739
Q62651	GO:0005739
P40939	GO:0005739
Q8BMS1	GO:0005739
Q64428	GO:0005739
P55084	GO:0005739
Q99JY0	GO:0005739
Q60587	GO:0005739
Q9D7J9	GO:0005739
P34559	GO:0005739
P30084	GO:0005739
Q8BH95	GO:0005739
P14604	GO:0005739
Q9DBM2	GO:0005739
P42126	GO:0005739
P42125	GO:0005739
P23965	GO:0005739
O75521	GO:0005739
Q9WUR2	GO:0005739
Q5XIC0	GO:0005739
Q9BQ95	GO:0005739
P0DH99	GO:0005739
Q8W4H7	GO:0005739
Q0WL56	GO:0005739
Q8GTY0	GO:0005739
P02994	GO:0005739
Q9SI75	GO:0005739
Q9C641	GO:0005739
F4IW10	GO:0005739
Q9VM33	GO:0005739
Q96RP9	GO:0005739
Q8K0D5	GO:0005739
Q9USZ1	GO:0005739
P25039	GO:0005739
Q9D4J1	GO:0005739
Q9ZT91	GO:0005739
Q5XF75	GO:0005739
P43897	GO:0005739
Q9CZR8	GO:0005739
Q9HGL5	GO:0005739
P49410	GO:0005739
P49411	GO:0005739
Q8BFR5	GO:0005739
P85834	GO:0005739
Q9Y700	GO:0005739
P02992	GO:0005739
O61667	GO:0005739
A1ZAX1	GO:0005739
A4GTP4	GO:0005739
P41970	GO:0005739
Q93YN4	GO:0005739
P54320	GO:0005739
Q9CRD2	GO:0005739
O43402	GO:0005739
O70378	GO:0005739
Q9U3I4	GO:0005739
Q9H4I9	GO:0005739
Q9DB10	GO:0005739
P00924	GO:0005739
P25696	GO:0005739
P00925	GO:0005739
Q9STX5	GO:0005739
Q08651	GO:0005739
O75616	GO:0005739
Q15303	GO:0005739
Q42371	GO:0005739
Q9UT88	GO:0005739
Q9EQY0	GO:0005739
Q8GXX0	GO:0005739
P27882	GO:0005739
Q9D172	GO:0005739
P53918	GO:0005739
P06211	GO:0005739
Q92731	GO:0005739
Q62986	GO:0005739
Q9C6I6	GO:0005739
Q93615	GO:0005739
P13804	GO:0005739
Q99LC5	GO:0005739
P78790	GO:0005739
Q12480	GO:0005739
Q9LSW8	GO:0005739
P38117	GO:0005739
Q9DCW4	GO:0005739
Q11190	GO:0005739
Q16134	GO:0005739
Q921G7	GO:0005739
P55931	GO:0005739
Q6UPE1	GO:0005739
Q08822	GO:0005739
O22854	GO:0005739
Q9C8L4	GO:0005739
O95571	GO:0005739
Q9DCM0	GO:0005739
Q8IXQ9	GO:0005739
Q10361	GO:0005739
P38071	GO:0005739
Q8C163	GO:0005739
Q8TC76	GO:0005739
Q9CR98	GO:0005739
Q96A26	GO:0005739
Q9D6U8	GO:0005739
Q8BGY7	GO:0005739
Q9CYH2	GO:0005739
Q9Y421	GO:0005739
Q9LUM0	GO:0005739
Q8IVS2	GO:0005739
Q8R3F5	GO:0005739
O13698	GO:0005739
Q12283	GO:0005739
O42866	GO:0005739
P35731	GO:0005739
Q6P587	GO:0005739
Q8R0F8	GO:0005739
Q3TC72	GO:0005739
Q53R41	GO:0005739
Q9NYY8	GO:0005739
Q922E6	GO:0005739
Q14CZ7	GO:0005739
Q7L8L6	GO:0005739
O15287	GO:0005739
Q9M1X2	GO:0005739
Q9JIX9	GO:0005739
P19096	GO:0005739
Q9ZVH7	GO:0005739
O64847	GO:0005739
Q9Y3I1	GO:0005739
Q9UKA2	GO:0005739
Q8VBV4	GO:0005739
P0DJI6	GO:0005739
Q9S7E4	GO:0005739
P39748	GO:0005739
P26793	GO:0005739
Q9URY5	GO:0005739
P39676	GO:0005739
O43427	GO:0005739
Q9M1J1	GO:0005739
Q94CK3	GO:0005739
Q9Y3D6	GO:0005739
Q9CQ92	GO:0005739
P40515	GO:0005739
P59266	GO:0005739
O35465	GO:0005739
Q9Y5Y0	GO:0005739
P40464	GO:0005739
P40491	GO:0005739
Q9HFE4	GO:0005739
Q08023	GO:0005739
Q02883	GO:0005739
O14042	GO:0005739
P43557	GO:0005739
Q9UTA2	GO:0005739
O77480	GO:0005739
Q9D799	GO:0005739
P32785	GO:0005739
Q9LEW8	GO:0005739
Q2Q0I9	GO:0005739
P53848	GO:0005739
Q05932	GO:0005739
P48760	GO:0005739
Q9UTD0	GO:0005739
Q08645	GO:0005739
O04862	GO:0005739
Q920E5	GO:0005739
P05369	GO:0005739
Q9ZR07	GO:0005739
Q9TY03	GO:0005739
Q9W385	GO:0005739
Q16595	GO:0005739
O35943	GO:0005739
D3ZYW7	GO:0005739
O74831	GO:0005739
Q07540	GO:0005739
Q39101	GO:0005739
Q9S756	GO:0005739
P09528	GO:0005739
Q8VY13	GO:0005739
O13793	GO:0005739
A2ARZ3	GO:0005739
O74844	GO:0005739
Q9P7W2	GO:0005739
Q9D5H4	GO:0005739
Q84WU8	GO:0005739
O80983	GO:0005739
Q8VZI8	GO:0005739
Q9FGM0	GO:0005739
Q9SAJ3	GO:0005739
Q54Z54	GO:0005739
Q9GPZ7	GO:0005739
P93033	GO:0005739
Q9FI53	GO:0005739
O17214	GO:0005739
P07954	GO:0005739
P97807	GO:0005739
P14408	GO:0005739
P08417	GO:0005739
Q8IVP5	GO:0005739
Q9BWH2	GO:0005739
Q96CU9	GO:0005739
Q3TQB2	GO:0005739
Q62844	GO:0005739
O74972	GO:0005739
P38783	GO:0005739
P38297	GO:0005739
O18412	GO:0005739
P27469	GO:0005739
P00360	GO:0005739
P00358	GO:0005739
P00359	GO:0005739
P25858	GO:0005739
Q9FX54	GO:0005739
P16858	GO:0005739
A1A4P4	GO:0005739
Q8TAE8	GO:0005739
Q9CR59	GO:0005739
P12709	GO:0005739
Q9Z0U4	GO:0005739
Q9BGI0	GO:0005739
Q21217	GO:0005739
Q55FI1	GO:0005739
P80404	GO:0005739
P80147	GO:0005739
P50554	GO:0005739
P54818	GO:0005739
Q9VE09	GO:0005739
Q9H0R6	GO:0005739
Q9CZN8	GO:0005739
Q03557	GO:0005739
O75879	GO:0005739
Q99JT1	GO:0005739
Q9UT77	GO:0005739
P33893	GO:0005739
O43716	GO:0005739
Q8CBY0	GO:0005739
P53260	GO:0005739
P50440	GO:0005739
Q9D964	GO:0005739
Q9LSG3	GO:0005739
Q80SZ7	GO:0005739
Q9FWR5	GO:0005739
Q9C6B3	GO:0005739
Q9SMN1	GO:0005739
Q92947	GO:0005739
Q60759	GO:0005739
Q07071	GO:0005739
Q10663	GO:0005739
P04150	GO:0005739
O82179	GO:0005739
Q9LQL0	GO:0005739
P23434	GO:0005739
Q91WK5	GO:0005739
Q5I0P2	GO:0005739
Q9HDV9	GO:0005739
P39726	GO:0005739
Q94B78	GO:0005739
O80988	GO:0005739
P23378	GO:0005739
Q91W43	GO:0005739
Q09785	GO:0005739
O65396	GO:0005739
P25285	GO:0005739
P28337	GO:0005739
P48728	GO:0005739
Q8CFA2	GO:0005739
O14110	GO:0005739
Q8TB36	GO:0005739
P16260	GO:0005739
Q8C0K5	GO:0005739
P52306	GO:0005739
P39722	GO:0005739
Q55G45	GO:0005739
Q08622	GO:0005739
Q9Y7U3	GO:0005739
P38812	GO:0005739
Q8GWW8	GO:0005739
Q6K1E7	GO:0005739
O22043	GO:0005739
Q9H936	GO:0005739
Q9D6M3	GO:0005739
Q9DB41	GO:0005739
Q91VC9	GO:0005739
P16310	GO:0005739
Q99MI6	GO:0005739
Q8K3L6	GO:0005739
Q8QZY2	GO:0005739
O13702	GO:0005739
Q9SU56	GO:0005739
P20477	GO:0005739
Q43127	GO:0005739
P15105	GO:0005739
Q16775	GO:0005739
Q99KB8	GO:0005739
Q12320	GO:0005739
Q9CPV4	GO:0005739
Q9WU65	GO:0005739
Q64516	GO:0005739
Q63060	GO:0005739
P32190	GO:0005739
Q9QUH0	GO:0005739
Q9ESH6	GO:0005739
Q9NS18	GO:0005739
Q6AXW1	GO:0005739
Q9UTI2	GO:0005739
P17695	GO:0005739
Q6PBM1	GO:0005739
Q86SX6	GO:0005739
Q80Y14	GO:0005739
Q9HDW8	GO:0005739
Q02784	GO:0005739
O94925	GO:0005739
P13264	GO:0005739
Q9UI32	GO:0005739
Q571F8	GO:0005739
P28492	GO:0005739
Q9ZNZ7	GO:0005739
Q5FW57	GO:0005739
Q2KIR7	GO:0005739
Q6IB77	GO:0005739
Q91XE0	GO:0005739
P50432	GO:0005739
P50431	GO:0005739
Q9SZJ5	GO:0005739
P34897	GO:0005739
Q10104	GO:0005739
P37292	GO:0005739
Q8BTZ7	GO:0005739
Q9NVN8	GO:0005739
Q9ES71	GO:0005739
Q9H4A6	GO:0005739
P07490	GO:0005739
Q9SHJ5	GO:0005739
Q9HCL2	GO:0005739
Q61586	GO:0005739
P97564	GO:0005739
Q6NUI2	GO:0005739
Q14DK4	GO:0005739
Q8K3J9	GO:0005739
P41911	GO:0005739
P13707	GO:0005739
P43304	GO:0005739
Q64521	GO:0005739
O14400	GO:0005739
P32191	GO:0005739
O08878	GO:0005739
Q9HCN4	GO:0005739
Q8VZP1	GO:0005739
P07203	GO:0005739
P11352	GO:0005739
O59858	GO:0005739
P36014	GO:0005739
P38143	GO:0005739
P40581	GO:0005739
O70325	GO:0005739
Q91XR9	GO:0005739
P36969	GO:0005739
O48646	GO:0005739
Q24570	GO:0005739
P28798	GO:0005739
P38646	GO:0005739
P38647	GO:0005739
P48721	GO:0005739
P06761	GO:0005739
Q9HAV7	GO:0005739
Q99LP6	GO:0005739
Q8TAA5	GO:0005739
O88396	GO:0005739
Q18421	GO:0005739
P48604	GO:0005739
P38523	GO:0005739
Q8LBK6	GO:0005739
Q12849	GO:0005739
Q8C5Q4	GO:0005739
Q9BYG8	GO:0005739
P42770	GO:0005739
P00390	GO:0005739
P47791	GO:0005739
P70619	GO:0005739
P78965	GO:0005739
P18266	GO:0005739
P14942	GO:0005739
Q9SRY6	GO:0005739
P42760	GO:0005739
Q9Y2Q3	GO:0005739
Q9DCM2	GO:0005739
P24473	GO:0005739
Q18973	GO:0005739
P09211	GO:0005739
Q969Y2	GO:0005739
Q923K4	GO:0005739
Q8N3Z3	GO:0005739
Q9CY28	GO:0005739
Q8K013	GO:0005739
Q8C3X4	GO:0005739
O13869	GO:0005739
P46943	GO:0005739
Q9SAC6	GO:0005739
Q9CAF6	GO:0005739
Q94BZ7	GO:0005739
P26569	GO:0005739
Q53T59	GO:0005739
P48003	GO:0005739
Q9P035	GO:0005739
P25333	GO:0005739
Q9NYQ2	GO:0005739
P0CE41	GO:0005739
P14064	GO:0005739
Q09254	GO:0005739
Q68CZ6	GO:0005739
O00165	GO:0005739
O35387	GO:0005739
Q99714	GO:0005739
O08756	GO:0005739
Q16836	GO:0005739
Q61425	GO:0005739
P51610	GO:0005739
Q3SXD3	GO:0005739
Q9CYW4	GO:0005739
Q56WH4	GO:0005739
Q9H583	GO:0005739
Q9R257	GO:0005739
Q9Y5Z4	GO:0005739
P18080	GO:0005739
P22557	GO:0005739
P07997	GO:0005739
P13196	GO:0005739
Q8VC19	GO:0005739
P13195	GO:0005739
O14092	GO:0005739
P09950	GO:0005739
P51163	GO:0005739
P36551	GO:0005739
P36552	GO:0005739
Q3B7D0	GO:0005739
P42043	GO:0005739
O42479	GO:0005739
P22830	GO:0005739
P22315	GO:0005739
P16622	GO:0005739
Q921L7	GO:0005739
Q4U2R1	GO:0005739
P32874	GO:0005739
Q04458	GO:0005739
P40236	GO:0005739
Q8RXN4	GO:0005739
Q6NVY1	GO:0005739
Q8QZS1	GO:0005739
P28817	GO:0005739
Q24106	GO:0005739
Q0VBL6	GO:0005739
Q9JLR9	GO:0005739
Q9CQJ1	GO:0005739
Q9D0S9	GO:0005739
Q9SRH6	GO:0005739
Q9CRB3	GO:0005739
Q84JG5	GO:0005739
Q93Z17	GO:0005739
P54868	GO:0005739
P54869	GO:0005739
P22791	GO:0005739
P40037	GO:0005739
O81027	GO:0005739
P35914	GO:0005739
P38060	GO:0005739
P97519	GO:0005739
Q12039	GO:0005739
O94284	GO:0005739
P61980	GO:0005739
Q09892	GO:0005739
Q0P5I5	GO:0005739
Q9DCU9	GO:0005739
P36078	GO:0005739
Q8IWW8	GO:0005739
Q8R0N6	GO:0005739
O00198	GO:0005739
P17879	GO:0005739
P55063	GO:0005739
Q9SIF2	GO:0005739
F4JFN3	GO:0005739
P08238	GO:0005739
P11499	GO:0005739
Q8IWL3	GO:0005739
Q8K3A0	GO:0005739
A5WWC6	GO:0005739
Q8BTX9	GO:0005739
Q2TPA8	GO:0005739
Q6VYH9	GO:0005739
Q57VB1	GO:0005739
Q382V8	GO:0005739
Q383Q5	GO:0005739
O74984	GO:0005739
Q09864	GO:0005739
P19882	GO:0005739
P17156	GO:0005739
P10592	GO:0005739
P0CS90	GO:0005739
P0CS91	GO:0005739
P33416	GO:0005739
P29845	GO:0005739
P39987	GO:0005739
Q9STW6	GO:0005739
P11141	GO:0005739
Q8GUM2	GO:0005739
Q9LDZ0	GO:0005739
P22774	GO:0005739
Q05931	GO:0005739
P35385	GO:0005739
Q8VZG2	GO:0005739
P53688	GO:0005739
P86397	GO:0005739
P38790	GO:0005739
Q9VFJ3	GO:0005739
O43464	GO:0005739
Q9JIY5	GO:0005739
Q8TDB4	GO:0005739
Q8VI64	GO:0005739
Q8IVG9	GO:0005739
P17482	GO:0005739
Q42525	GO:0005739
P19367	GO:0005739
P17710	GO:0005739
P05708	GO:0005739
P93834	GO:0005739
P52789	GO:0005739
O08528	GO:0005739
P27881	GO:0005739
Q9LPS1	GO:0005739
Q3TRM8	GO:0005739
Q56XE8	GO:0005739
P52792	GO:0005739
P17712	GO:0005739
Q5W676	GO:0005739
Q8LQ68	GO:0005739
P04806	GO:0005739
P04807	GO:0005739
Q9T071	GO:0005739
A2RU49	GO:0005739
Q8LPJ5	GO:0005739
Q10439	GO:0005739
P40051	GO:0005739
Q3T116	GO:0005739
Q14197	GO:0005739
P14735	GO:0005739
Q9JHR7	GO:0005739
Q8LFC0	GO:0005739
P28834	GO:0005739
P93032	GO:0005739
Q9USP8	GO:0005739
P28241	GO:0005739
Q93714	GO:0005739
P50213	GO:0005739
Q9D6R2	GO:0005739
P56471	GO:0005739
Q99NA5	GO:0005739
O43837	GO:0005739
Q68FX0	GO:0005739
P51553	GO:0005739
P41566	GO:0005739
O81796	GO:0005739
Q945K7	GO:0005739
Q8LG77	GO:0005739
O88844	GO:0005739
P41565	GO:0005739
Q8BPC6	GO:0005739
P48735	GO:0005739
P54071	GO:0005739
O14254	GO:0005739
P21954	GO:0005739
P58044	GO:0005739
Q42553	GO:0005739
P46198	GO:0005739
P46199	GO:0005739
Q91YJ5	GO:0005739
O59683	GO:0005739
P25038	GO:0005739
Q32KZ1	GO:0005739
Q9H2K0	GO:0005739
Q9CZD5	GO:0005739
Q76PC7	GO:0005739
P40305	GO:0005739
P09912	GO:0005739
O14879	GO:0005739
Q14164	GO:0005739
Q12906	GO:0005739
Q10318	GO:0005739
Q05758	GO:0005739
P78827	GO:0005739
P06168	GO:0005739
P25605	GO:0005739
P36620	GO:0005739
Q9UT87	GO:0005739
P25626	GO:0005739
Q10139	GO:0005739
P25642	GO:0005739
P53219	GO:0005739
Q9CQU8	GO:0005739
O74800	GO:0005739
P28627	GO:0005739
Q8BPT6	GO:0005739
Q9UST2	GO:0005739
P46972	GO:0005739
Q02888	GO:0005739
P40576	GO:0005739
Q9FXA8	GO:0005739
B9DFA8	GO:0005739
Q9CAF9	GO:0005739
Q94ID1	GO:0005739
Q949J1	GO:0005739
Q9H2U2	GO:0005739
Q91VM9	GO:0005739
P87118	GO:0005739
P28239	GO:0005739
Q6PCQ0	GO:0005739
P19158	GO:0005739
Q06683	GO:0005739
Q811J3	GO:0005739
P54987	GO:0005739
P78859	GO:0005739
Q07821	GO:0005739
O43045	GO:0005739
Q12425	GO:0005739
P40015	GO:0005739
P85094	GO:0005739
Q9DCC7	GO:0005739
Q9D924	GO:0005739
Q9DCB8	GO:0005739
Q9H1K1	GO:0005739
Q9D7P6	GO:0005739
Q6Q560	GO:0005739
O49627	GO:0005739
Q9UTC6	GO:0005739
Q03020	GO:0005739
Q9MAB6	GO:0005739
Q12056	GO:0005739
O81433	GO:0005739
Q9SWG0	GO:0005739
Q9JHI5	GO:0005739
P12007	GO:0005739
Q9UTL6	GO:0005739
P53193	GO:0005739
Q12350	GO:0005739
P47135	GO:0005739
O88824	GO:0005739
Q9H0B3	GO:0005739
Q922U2	GO:0005739
Q9U915	GO:0005739
P54819	GO:0005739
Q9WTP6	GO:0005739
P29410	GO:0005739
P07170	GO:0005739
Q9FK35	GO:0005739
Q9WTP7	GO:0005739
P29411	GO:0005739
P26364	GO:0005739
O82514	GO:0005739
P27144	GO:0005739
Q9WUR9	GO:0005739
Q63ZY3	GO:0005739
O61016	GO:0005739
Q9TY83	GO:0005739
Q9TY84	GO:0005739
Q8IS98	GO:0005739
P12369	GO:0005739
Q07053	GO:0005739
P05132	GO:0005739
Q08415	GO:0005739
Q71RI9	GO:0005739
O75600	GO:0005739
O88986	GO:0005739
Q96EK5	GO:0005739
P70673	GO:0005739
Q63664	GO:0005739
Q04447	GO:0005739
P17540	GO:0005739
Q6P8J7	GO:0005739
P09605	GO:0005739
P12532	GO:0005739
P30275	GO:0005739
P25809	GO:0005739
Q9C920	GO:0005739
Q9DCY0	GO:0005739
Q60575	GO:0005739
O88658	GO:0005739
F8WLE0	GO:0005739
O00142	GO:0005739
Q9R088	GO:0005739
Q9CR58	GO:0005739
Q91WN4	GO:0005739
O88867	GO:0005739
Q8W1Y3	GO:0005739
P17252	GO:0005739
P20444	GO:0005739
P05696	GO:0005739
P09215	GO:0005739
P16054	GO:0005739
P52489	GO:0005739
P14618	GO:0005739
P52480	GO:0005739
Q9UK32	GO:0005739
P23443	GO:0005739
Q8BSK8	GO:0005739
Q16719	GO:0005739
Q9CXF0	GO:0005739
P24156	GO:0005739
Q9H9P8	GO:0005739
Q53H82	GO:0005739
Q99KR3	GO:0005739
Q3V384	GO:0005739
P83111	GO:0005739
Q9EP89	GO:0005739
P38851	GO:0005739
Q9VAW5	GO:0005739
Q9LQR0	GO:0005739
O82359	GO:0005739
O60168	GO:0005739
O94257	GO:0005739
Q9BYZ2	GO:0005739
P06151	GO:0005739
P16125	GO:0005739
Q7TNG8	GO:0005739
Q91VD1	GO:0005739
P17931	GO:0005739
O95202	GO:0005739
Q9Z2I0	GO:0005739
O59736	GO:0005739
P06208	GO:0005739
P38702	GO:0005739
Q12166	GO:0005739
A2AVQ5	GO:0005739
Q09490	GO:0005739
Q9ZWT1	GO:0005739
O43766	GO:0005739
Q99M04	GO:0005739
O13642	GO:0005739
Q9SXP7	GO:0005739
P04634	GO:0005739
A6NK58	GO:0005739
Q9D009	GO:0005739
Q9Y234	GO:0005739
Q8VCM4	GO:0005739
Q9M9L8	GO:0005739
Q9M9L7	GO:0005739
Q59HJ6	GO:0005739
Q7KUT2	GO:0005739
P36776	GO:0005739
Q8CGK3	GO:0005739
Q924S5	GO:0005739
Q09769	GO:0005739
P36775	GO:0005739
Q02783	GO:0005739
Q91ZP3	GO:0005739
P47051	GO:0005739
P42704	GO:0005739
Q6PB66	GO:0005739
Q9SU91	GO:0005739
F4IF99	GO:0005739
F4IAT8	GO:0005739
P0DKB7	GO:0005739
P0DKB8	GO:0005739
P0DKB9	GO:0005739
F4IAW1	GO:0005739
F4JGP6	GO:0005739
F4JIP6	GO:0005739
Q8LEA0	GO:0005739
Q8K3W2	GO:0005739
Q96AG4	GO:0005739
Q9M3D7	GO:0005739
Q91VN0	GO:0005739
Q38SD2	GO:0005739
Q5S007	GO:0005739
Q5S006	GO:0005739
Q00918	GO:0005739
Q924L1	GO:0005739
Q07014	GO:0005739
P97823	GO:0005739
Q9CQB7	GO:0005739
Q8R033	GO:0005739
Q9HD34	GO:0005739
Q8K215	GO:0005739
Q91V16	GO:0005739
Q9DA03	GO:0005739
Q9UT74	GO:0005739
Q567V2	GO:0005739
Q8VIK2	GO:0005739
Q9DBT9	GO:0005739
Q63342	GO:0005739
Q02978	GO:0005739
Q9CR62	GO:0005739
Q9SIS3	GO:0005739
Q9WVL0	GO:0005739
Q6ZN28	GO:0005739
Q922B1	GO:0005739
Q9ULX9	GO:0005739
P43364	GO:0005739
P40513	GO:0005739
Q9SIU0	GO:0005739
Q8L7K9	GO:0005739
P23368	GO:0005739
Q99KE1	GO:0005739
P36013	GO:0005739
Q16798	GO:0005739
Q8BMF3	GO:0005739
P06801	GO:0005739
P13697	GO:0005739
Q6UB28	GO:0005739
Q9FV52	GO:0005739
Q9CW42	GO:0005739
Q922Q1	GO:0005739
Q9NX47	GO:0005739
Q96EH3	GO:0005739
Q99LB6	GO:0005739
Q7Z434	GO:0005739
Q8VCF0	GO:0005739
P38300	GO:0005739
P03873	GO:0005739
Q9ZZW7	GO:0005739
P03879	GO:0005739
Q8BL03	GO:0005739
Q93XM7	GO:0005739
O43772	GO:0005739
Q9Z2Z6	GO:0005739
P97521	GO:0005739
Q42523	GO:0005739
Q96RQ3	GO:0005739
Q99MR8	GO:0005739
Q9LDD8	GO:0005739
Q9HCC0	GO:0005739
Q3ULD5	GO:0005739
Q96PE7	GO:0005739
Q9D1I5	GO:0005739
Q07820	GO:0005739
P97287	GO:0005739
Q12106	GO:0005739
Q06567	GO:0005739
P36060	GO:0005739
P15265	GO:0005739
Q9NWR8	GO:0005739
Q810S1	GO:0005739
Q96AQ8	GO:0005739
Q54LT0	GO:0005739
Q8IQ70	GO:0005739
Q8NE86	GO:0005739
Q3UMR5	GO:0005739
Q9LHA8	GO:0005739
P92947	GO:0005739
P14152	GO:0005739
Q9ZP06	GO:0005739
Q9LKA3	GO:0005739
O02640	GO:0005739
P40926	GO:0005739
P08249	GO:0005739
P04636	GO:0005739
Q9Y7R8	GO:0005739
P17505	GO:0005739
Q9SN86	GO:0005739
P87239	GO:0005739
P35191	GO:0005739
P42834	GO:0005739
Q9Y7M7	GO:0005739
P33310	GO:0005739
P33311	GO:0005739
O13814	GO:0005739
B5VDL3	GO:0005739
P18409	GO:0005739
Q92328	GO:0005739
O13920	GO:0005739
Q10070	GO:0005739
P38880	GO:0005739
Q12171	GO:0005739
Q9UUC9	GO:0005739
P53083	GO:0005739
O60200	GO:0005739
Q06820	GO:0005739
Q08179	GO:0005739
P06795	GO:0005739
Q9P7I3	GO:0005739
P47025	GO:0005739
Q8LCU7	GO:0005739
Q9BV79	GO:0005739
Q9DCS3	GO:0005739
Q9Z311	GO:0005739
Q24564	GO:0005739
Q3U2U7	GO:0005739
Q04922	GO:0005739
Q8W3L1	GO:0005739
Q9M0V0	GO:0005739
Q3ZCD8	GO:0005739
Q9GZY8	GO:0005739
Q6PCP5	GO:0005739
Q8IWA4	GO:0005739
Q811U4	GO:0005739
O95140	GO:0005739
Q80U63	GO:0005739
Q8R500	GO:0005739
Q287T7	GO:0005739
Q920G8	GO:0005739
Q8R0Z5	GO:0005739
Q9VAY3	GO:0005739
Q9H2D1	GO:0005739
Q8BMG8	GO:0005739
G8B839	GO:0005739
O14354	GO:0005739
P32787	GO:0005739
P32266	GO:0005739
Q9BQP7	GO:0005739
Q9CXC3	GO:0005739
P25573	GO:0005739
P79082	GO:0005739
Q02889	GO:0005739
Q04472	GO:0005739
P10620	GO:0005739
Q91VS7	GO:0005739
P08011	GO:0005739
Q06630	GO:0005739
Q8N4Q1	GO:0005739
Q8VEA4	GO:0005739
P87059	GO:0005739
P36046	GO:0005739
Q5TGZ0	GO:0005739
Q7TNS2	GO:0005739
Q96VH5	GO:0005739
P38341	GO:0005739
Q5XKP0	GO:0005739
Q8R404	GO:0005739
Q9NX63	GO:0005739
Q9CRB9	GO:0005739
P43594	GO:0005739
Q9BRQ6	GO:0005739
Q9BUR5	GO:0005739
Q9DCZ4	GO:0005739
P50087	GO:0005739
Q6UXV4	GO:0005739
Q78IK4	GO:0005739
P50945	GO:0005739
P91928	GO:0005739
Q16891	GO:0005739
Q8CAQ8	GO:0005739
Q3KR86	GO:0005739
O59725	GO:0005739
P36112	GO:0005739
Q9BPX6	GO:0005739
Q8VCX5	GO:0005739
Q8IYU8	GO:0005739
Q8CD10	GO:0005739
Q96C03	GO:0005739
Q9NQG6	GO:0005739
Q8BGV8	GO:0005739
Q8TC71	GO:0005739
P53035	GO:0005739
Q9W3F7	GO:0005739
Q960V3	GO:0005739
Q9C1W7	GO:0005739
Q08176	GO:0005739
Q8N183	GO:0005739
Q99797	GO:0005739
A6H611	GO:0005739
Q8RXF8	GO:0005739
Q6NVC5	GO:0005739
