Protein	Gene.ID	Gene	Status	Guess	Alg
A0A0B4J212	ENSG00000188343	FAM92A	Predicted mitochondrial	fn	PANNZER
A0A0B4J213	ENSG00000156482	RPL30	Predicted mitochondrial	fn	PANNZER
A0A0B4J221	ENSG00000148950	IMMP1L	Known mitochondrial	fn	PANNZER
A0A0B4J230	ENSG00000130770	ATPIF1	Known mitochondrial	fn	PANNZER
A0A0B4J247	ENSG00000197969	VPS13A	Predicted mitochondrial	fn	PANNZER
A0A0B4J252	ENSG00000089060	SLC8B1	Known mitochondrial	fn	PANNZER
A0A0B4J298	ENSG00000217930	PAM16	Known mitochondrial	fn	PANNZER
A0A0B4J2A3	ENSG00000167641	PPP1R14A	Predicted mitochondrial	fn	PANNZER
A0A0B4J2A4	ENSG00000167315	ACAA2	Known mitochondrial	fn	PANNZER
A0A0B4J2C1	ENSG00000111639	MRPL51	Known mitochondrial	fn	PANNZER
A0A0C4DFM0	ENSG00000100577	GSTZ1	Known mitochondrial	fn	PANNZER
A0A0C4DFM1	ENSG00000101337	TM9SF4	Predicted mitochondrial	fn	PANNZER
A0A0C4DFN1	ENSG00000171109	MFN1	Known mitochondrial	fn	PANNZER
A0A0C4DFN8	ENSG00000161513	FDXR	Known mitochondrial	fn	PANNZER
A0A0C4DFQ1	ENSG00000173171	MTX1	Known mitochondrial	fn	PANNZER
A0A0C4DFQ6	ENSG00000185818	NAT8L	Known mitochondrial	fn	PANNZER
A0A0C4DFQ8	ENSG00000188611	ASAH2	Known mitochondrial	fn	PANNZER
A0A0C4DFU1	ENSG00000112096	SOD2	Known mitochondrial	fn	PANNZER
A0A0C4DFU2	ENSG00000112096	SOD2	Known mitochondrial	fn	PANNZER
A0A0C4DFU3	ENSG00000130363	RSPH3	Predicted mitochondrial	fn	PANNZER
A0A0C4DG02	ENSG00000119772	DNMT3A	Known mitochondrial	fn	PANNZER
A0A0C4DG06	ENSG00000138095	LRPPRC	Known mitochondrial	fn	PANNZER
A0A0C4DG17	ENSG00000168028	RPSA	Predicted mitochondrial	fn	PANNZER
A0A0C4DG29	ENSG00000130363	RSPH3	Predicted mitochondrial	fn	PANNZER
A0A0C4DG32	ENSG00000184903	IMMP2L	Known mitochondrial	fn	PANNZER
A0A0C4DG56	ENSG00000112096	SOD2	Known mitochondrial	fn	PANNZER
A0A0C4DGA0	ENSG00000168237	GLYCTK	Known mitochondrial	fn	PANNZER
A0A0C4DGB9	ENSG00000138777	PPA2	Known mitochondrial	fn	PANNZER
A0A0C4DGG2	ENSG00000170516	COX7B2	Known mitochondrial	fn	PANNZER
A0A0C4DGH6	ENSG00000111647	UHRF1BP1L	Predicted mitochondrial	fn	PANNZER
A0A0C4DGI3	ENSG00000062485	CS	Known mitochondrial	fn	PANNZER
A0A0C4DGL3	ENSG00000128951	DUT	Known mitochondrial	fn	PANNZER
A0A0C4DGP8	ENSG00000121289	CEP89	Known mitochondrial	fn	PANNZER
A0A0C4DGQ8	ENSG00000109016	DHRS7B	Predicted mitochondrial	fn	PANNZER
A0A0C4DGR6	ENSG00000156398	SFXN2	Predicted mitochondrial	fn	PANNZER
A0A0C4DGS0	ENSG00000184983	NDUFA6	Known mitochondrial	fn	PANNZER
A0A0C4DGU2	ENSG00000132763	MMACHC	Predicted mitochondrial	fn	PANNZER
A0A0C4DH44	ENSG00000156482	RPL30	Predicted mitochondrial	fn	PANNZER
A0A0D9SEI7	ENSG00000214114	MYCBP	Known mitochondrial	fn	PANNZER
A0A0D9SFJ1	ENSG00000119723	COQ6	Known mitochondrial	fn	PANNZER
A0A0D9SFL2	ENSG00000039650	PNKP	Known mitochondrial	fn	PANNZER
A0A0D9SFM1	ENSG00000140521	POLG	Known mitochondrial	fn	PANNZER
A0A0D9SFS3	ENSG00000105953	OGDH	Known mitochondrial	fn	PANNZER
A0A0J9YWF7	ENSG00000164904	ALDH7A1	Known mitochondrial	fn	PANNZER
A0A0U1RQF8	ENSG00000136143	SUCLA2	Known mitochondrial	fn	PANNZER
A0A0U1RQI2	ENSG00000129422	MTUS1	Known mitochondrial	fn	PANNZER
A0A0U1RQK3	ENSG00000256053	APOPT1	Known mitochondrial	fn	PANNZER
A0A0U1RQM3	ENSG00000136371	MTHFS	Known mitochondrial	fn	PANNZER
A0A0U1RQS9	ENSG00000256053	APOPT1	Known mitochondrial	fn	PANNZER
A0A0U1RQT4	ENSG00000179152	TCAIM	Known mitochondrial	fn	PANNZER
A0A0U1RQY8	ENSG00000123191	ATP7B	Known mitochondrial	fn	PANNZER
A0A0U1RR64	ENSG00000169519	METTL15	Known mitochondrial	fn	PANNZER
A0A0U1RR76	ENSG00000169519	METTL15	Known mitochondrial	fn	PANNZER
A0A0U1RRD2	ENSG00000169519	METTL15	Known mitochondrial	fn	PANNZER
A0A0U1RRF2	ENSG00000169519	METTL15	Known mitochondrial	fn	PANNZER
A0A0U1RRK1	ENSG00000107745	MICU1	Known mitochondrial	fn	PANNZER
A0A0U1RRL8	ENSG00000006282	SPATA20	Known mitochondrial	fn	PANNZER
A0A140T9V3	ENSG00000164904	ALDH7A1	Known mitochondrial	fn	PANNZER
A0A140TA84	ENSG00000174917	C19orf70	Known mitochondrial	fn	PANNZER
A0A140TA86	ENSG00000174917	C19orf70	Known mitochondrial	fn	PANNZER
A0A182DWF2	ENSG00000184470	TXNRD2	Known mitochondrial	fn	PANNZER
A0A182DWF3	ENSG00000184470	TXNRD2	Known mitochondrial	fn	PANNZER
A0A1B0GTA6	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GTA8	ENSG00000145020	AMT	Known mitochondrial	fn	PANNZER
A0A1B0GTB8	ENSG00000157184	CPT2	Known mitochondrial	fn	PANNZER
A0A1B0GTD4	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GTG2	ENSG00000164904	ALDH7A1	Known mitochondrial	fn	PANNZER
A0A1B0GTJ4	ENSG00000164904	ALDH7A1	Known mitochondrial	fn	PANNZER
A0A1B0GTL5	ENSG00000135631	RAB11FIP5	Known mitochondrial	fn	PANNZER
A0A1B0GTL9	ENSG00000157184	CPT2	Known mitochondrial	fn	PANNZER
A0A1B0GTM0	ENSG00000157184	CPT2	Known mitochondrial	fn	PANNZER
A0A1B0GTM2	ENSG00000145020	AMT	Known mitochondrial	fn	PANNZER
A0A1B0GTM3	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GTP7	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GTQ6	ENSG00000140521	POLG	Known mitochondrial	fn	PANNZER
A0A1B0GTQ7	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GTV8	ENSG00000145020	AMT	Known mitochondrial	fn	PANNZER
A0A1B0GTX9	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GTY9	ENSG00000164904	ALDH7A1	Known mitochondrial	fn	PANNZER
A0A1B0GTZ5	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GU06	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GU55	ENSG00000145020	AMT	Known mitochondrial	fn	PANNZER
A0A1B0GUA1	ENSG00000164904	ALDH7A1	Known mitochondrial	fn	PANNZER
A0A1B0GUA4	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GUB8	ENSG00000157184	CPT2	Known mitochondrial	fn	PANNZER
A0A1B0GUD9	ENSG00000157184	CPT2	Known mitochondrial	fn	PANNZER
A0A1B0GUE3	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GUG1	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GUH5	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GUJ2	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GUP1	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GUQ5	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GUU7	ENSG00000145020	AMT	Known mitochondrial	fn	PANNZER
A0A1B0GV11	ENSG00000198689	SLC9A6	Known mitochondrial	fn	PANNZER
A0A1B0GV49	ENSG00000164904	ALDH7A1	Known mitochondrial	fn	PANNZER
A0A1B0GV75	ENSG00000157184	CPT2	Known mitochondrial	fn	PANNZER
A0A1B0GV88	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GVA3	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GVA8	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GVF3	ENSG00000157184	CPT2	Known mitochondrial	fn	PANNZER
A0A1B0GVG2	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GVJ1	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GVL2	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GVP5	ENSG00000145020	AMT	Known mitochondrial	fn	PANNZER
A0A1B0GVY5	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GW29	ENSG00000198689	SLC9A6	Known mitochondrial	fn	PANNZER
A0A1B0GW30	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GW48	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GW65	ENSG00000164904	ALDH7A1	Known mitochondrial	fn	PANNZER
A0A1B0GW68	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1B0GW77	ENSG00000164904	ALDH7A1	Known mitochondrial	fn	PANNZER
A0A1B0GWC0	ENSG00000157184	CPT2	Known mitochondrial	fn	PANNZER
A0A1B0GWC4	ENSG00000145020	AMT	Known mitochondrial	fn	PANNZER
A0A1B0GWC9	ENSG00000104763	ASAH1	Predicted mitochondrial	fn	PANNZER
A0A1C7CYY3	ENSG00000068615	REEP1	Known mitochondrial	fn	PANNZER
A0A1P0AYU5	ENSG00000107819	SFXN3	Known mitochondrial	fn	PANNZER
A0A1W2PNH4	ENSG00000143224	PPOX	Known mitochondrial	fn	PANNZER
A0A1W2PNH9	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0A1W2PNQ3	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0A1W2PNQ5	ENSG00000121897	LIAS	Known mitochondrial	fn	PANNZER
A0A1W2PNW6	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0A1W2PNY0	ENSG00000204370	SDHD	Known mitochondrial	fn	PANNZER
A0A1W2PNY9	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0A1W2PP40	ENSG00000138796	HADH	Known mitochondrial	fn	PANNZER
A0A1W2PP66	ENSG00000175193	PARL	Known mitochondrial	fn	PANNZER
A0A1W2PP74	ENSG00000178445	GLDC	Known mitochondrial	fn	PANNZER
A0A1W2PP94	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0A1W2PPB1	ENSG00000178445	GLDC	Known mitochondrial	fn	PANNZER
A0A1W2PPH1	ENSG00000082212	ME2	Known mitochondrial	fn	PANNZER
A0A1W2PPT7	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0A1W2PPU4	ENSG00000179295	PTPN11	Known mitochondrial	fn	PANNZER
A0A1W2PPX7	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0A1W2PPY5	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0A1W2PPZ1	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0A1W2PQ37	ENSG00000082212	ME2	Known mitochondrial	fn	PANNZER
A0A1W2PQ61	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0A1W2PQ78	ENSG00000138796	HADH	Known mitochondrial	fn	PANNZER
A0A1W2PQ87	ENSG00000121897	LIAS	Known mitochondrial	fn	PANNZER
A0A1W2PQA0	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0A1W2PQE9	ENSG00000121897	LIAS	Known mitochondrial	fn	PANNZER
A0A1W2PQF8	ENSG00000082212	ME2	Known mitochondrial	fn	PANNZER
A0A1W2PQH3	ENSG00000082212	ME2	Known mitochondrial	fn	PANNZER
A0A1W2PQH4	ENSG00000082212	ME2	Known mitochondrial	fn	PANNZER
A0A1W2PQM0	ENSG00000143224	PPOX	Known mitochondrial	fn	PANNZER
A0A1W2PQR1	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0A1W2PQS5	ENSG00000100575	TIMM9	Known mitochondrial	fn	PANNZER
A0A1W2PQS9	ENSG00000121897	LIAS	Known mitochondrial	fn	PANNZER
A0A1W2PQT3	ENSG00000082212	ME2	Known mitochondrial	fn	PANNZER
A0A1W2PQU4	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0A1W2PQU6	ENSG00000178445	GLDC	Known mitochondrial	fn	PANNZER
A0A1W2PQV3	ENSG00000178445	GLDC	Known mitochondrial	fn	PANNZER
A0A1W2PQV5	ENSG00000138796	HADH	Known mitochondrial	fn	PANNZER
A0A1W2PQX3	ENSG00000140905	GCSH	Known mitochondrial	fn	PANNZER
A0A1W2PQY8	ENSG00000082212	ME2	Known mitochondrial	fn	PANNZER
A0A1W2PQZ8	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0A1W2PR40	ENSG00000121897	LIAS	Known mitochondrial	fn	PANNZER
A0A1W2PR56	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0A1W2PR62	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0A1W2PR68	ENSG00000082212	ME2	Known mitochondrial	fn	PANNZER
A0A1W2PR83	ENSG00000091140	DLD	Known mitochondrial	fn	PANNZER
A0A1W2PRB0	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0A1W2PRD2	ENSG00000121897	LIAS	Known mitochondrial	fn	PANNZER
A0A1W2PRF9	ENSG00000143224	PPOX	Known mitochondrial	fn	PANNZER
A0A1W2PRG5	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0A1W2PRH1	ENSG00000082212	ME2	Known mitochondrial	fn	PANNZER
A0A1W2PRH9	ENSG00000100575	TIMM9	Known mitochondrial	fn	PANNZER
A0A1W2PRK9	ENSG00000143436	MRPL9	Known mitochondrial	fn	PANNZER
A0A1W2PRN5	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0A1W2PRR1	ENSG00000166598	HSP90B1	Predicted mitochondrial	fn	PANNZER
A0A1W2PRV4	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0A1W2PRY9	ENSG00000082212	ME2	Known mitochondrial	fn	PANNZER
A0A1W2PS22	ENSG00000183207	RUVBL2	Known mitochondrial	fn	PANNZER
A0A1W2PS40	ENSG00000175193	PARL	Known mitochondrial	fn	PANNZER
A0A1W2PS48	ENSG00000183207	RUVBL2	Known mitochondrial	fn	PANNZER
A0A1W2PS54	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0A1W2PSD3	ENSG00000156113	KCNMA1	Known mitochondrial	fn	PANNZER
A0JNW5	ENSG00000111647	UHRF1BP1L	Predicted mitochondrial	fn	PANNZER
A0PJW6	ENSG00000168569	TMEM223	Predicted mitochondrial	fn	PANNZER
A1L188	ENSG00000224877	NDUFAF8	Predicted mitochondrial	fn	PANNZER
A1XBS5	ENSG00000188343	FAM92A	Predicted mitochondrial	fn	PANNZER
A2A274	ENSG00000100412	ACO2	Known mitochondrial	fn	PANNZER
A2A369	ENSG00000107099	DOCK8	Predicted mitochondrial	fn	PANNZER
A2A370	ENSG00000107099	DOCK8	Predicted mitochondrial	fn	PANNZER
A2AJT9	ENSG00000173681	CXorf23	Predicted mitochondrial	fn	PANNZER
A2IDC5	ENSG00000086504	MRPL28	Known mitochondrial	fn	PANNZER
A2T115	ENSG00000182346	DAOA	Known mitochondrial	fn	PANNZER
A3KMH1	ENSG00000102763	VWA8	Known mitochondrial	fn	PANNZER
A4D1E9	ENSG00000105793	GTPBP10	Known mitochondrial	fn	PANNZER
A6NC05	ENSG00000164241	C5orf63	Predicted mitochondrial	fn	PANNZER
A6ND22	ENSG00000182180	MRPS16	Known mitochondrial	fn	PANNZER
A6ND91	ENSG00000204653	ASPDH	Predicted mitochondrial	fn	PANNZER
A6NEP8	ENSG00000101986	ABCD1	Predicted mitochondrial	fn	PANNZER
A6NF51	ENSG00000162813	BPNT1	Predicted mitochondrial	fn	PANNZER
A6NIT2	ENSG00000067177	PHKA1	Predicted mitochondrial	fn	PANNZER
A6NIV2	ENSG00000196683	TOMM7	Known mitochondrial	fn	PANNZER
A6NIW5	ENSG00000167815	PRDX2	Predicted mitochondrial	fn	PANNZER
A6NJ78	ENSG00000169519	METTL15	Known mitochondrial	fn	PANNZER
A6NJD9	ENSG00000214026	MRPL23	Known mitochondrial	fn	PANNZER
A6NJX6	ENSG00000172586	CHCHD1	Known mitochondrial	fn	PANNZER
A6NK44	ENSG00000171433	GLOD5	Predicted mitochondrial	fn	PANNZER
A6NLB9	ENSG00000172590	MRPL52	Known mitochondrial	fn	PANNZER
A6NMN0	ENSG00000067177	PHKA1	Predicted mitochondrial	fn	PANNZER
A6NNL5	ENSG00000189227	C15orf61	Known mitochondrial	fn	PANNZER
A6NP46	ENSG00000198814	GK	Known mitochondrial	fn	PANNZER
A6PVN3	ENSG00000095321	CRAT	Known mitochondrial	fn	PANNZER
A8K0H0	ENSG00000165949	IFI27	Known mitochondrial	fn	PANNZER
A8K5M9	ENSG00000188277	C15orf62	Known mitochondrial	fn	PANNZER
A8K7Q2	ENSG00000109971	HSPA8	Predicted mitochondrial	fn	PANNZER
A8MPV4	ENSG00000115204	MPV17	Known mitochondrial	fn	PANNZER
A8MSI8	ENSG00000232859	LYRM9	Predicted mitochondrial	fn	PANNZER
A8MT25	ENSG00000177427	MIEF2	Known mitochondrial	fn	PANNZER
A8MT40	ENSG00000090857	PDPR	Known mitochondrial	fn	PANNZER
A8MTD3	ENSG00000115204	MPV17	Known mitochondrial	fn	PANNZER
A8MTS1	ENSG00000185917	SETD4	Predicted mitochondrial	fn	PANNZER
A8MTT3	ENSG00000218739	CEBPZOS	Known mitochondrial	fn	PANNZER
A8MUH2	ENSG00000154723	ATP5J	Known mitochondrial	fn	PANNZER
A8MUI2	ENSG00000170906	NDUFA3	Known mitochondrial	fn	PANNZER
A8MUL8	ENSG00000162927	PUS10	Predicted mitochondrial	fn	PANNZER
A8MVM8	ENSG00000170906	NDUFA3	Known mitochondrial	fn	PANNZER
A8MVT4	ENSG00000214026	MRPL23	Known mitochondrial	fn	PANNZER
A8MXK4	ENSG00000170889	RPS9	Predicted mitochondrial	fn	PANNZER
A8MXP8	ENSG00000117906	RCN2	Known mitochondrial	fn	PANNZER
A8MXU7	ENSG00000002330	BAD	Known mitochondrial	fn	PANNZER
A8MY48	ENSG00000188130	MAPK12	Known mitochondrial	fn	PANNZER
A8MYJ8	ENSG00000170906	NDUFA3	Known mitochondrial	fn	PANNZER
A8MYK1	ENSG00000214026	MRPL23	Known mitochondrial	fn	PANNZER
A9X3U0	ENSG00000138942	RNF185	Known mitochondrial	fn	PANNZER
B0QY95	ENSG00000100335	MIEF1	Known mitochondrial	fn	PANNZER
B0YJC4	ENSG00000026025	VIM	Predicted mitochondrial	fn	PANNZER
B0YJC5	ENSG00000026025	VIM	Predicted mitochondrial	fn	PANNZER
B1AKM6	ENSG00000241878	PISD	Known mitochondrial	fn	PANNZER
B1AKV2	ENSG00000101019	UQCC1	Known mitochondrial	fn	PANNZER
B1AKV4	ENSG00000101019	UQCC1	Known mitochondrial	fn	PANNZER
B1AL05	ENSG00000055950	MRPL43	Known mitochondrial	fn	PANNZER
B1ALU1	ENSG00000117114	ADGRL2	Predicted mitochondrial	fn	PANNZER
B1ALU3	ENSG00000117114	ADGRL2	Predicted mitochondrial	fn	PANNZER
B1ANG9	ENSG00000143774	GUK1	Known mitochondrial	fn	PANNZER
B1ANH5	ENSG00000143774	GUK1	Known mitochondrial	fn	PANNZER
B1ANH6	ENSG00000143774	GUK1	Known mitochondrial	fn	PANNZER
B3KN43	ENSG00000108826	MRPL27	Known mitochondrial	fn	PANNZER
B3KQX1	ENSG00000106591	MRPL32	Known mitochondrial	fn	PANNZER
B3KR61	ENSG00000101247	NDUFAF5	Known mitochondrial	fn	PANNZER
B3KUS5	ENSG00000135093	USP30	Known mitochondrial	fn	PANNZER
B3KW44	ENSG00000123600	METTL8	Known mitochondrial	fn	PANNZER
B3KY94	ENSG00000103502	CDIPT	Predicted mitochondrial	fn	PANNZER
B4DDK6	ENSG00000204152	TIMM23B	Known mitochondrial	fn	PANNZER
B4DDQ3	ENSG00000087470	DNM1L	Known mitochondrial	fn	PANNZER
B4DE93	ENSG00000167792	NDUFV1	Known mitochondrial	fn	PANNZER
B4DEM9	ENSG00000004142	POLDIP2	Known mitochondrial	fn	PANNZER
B4DEZ3	ENSG00000186010	NDUFA13	Known mitochondrial	fn	PANNZER
B4DFG5	ENSG00000013306	SLC25A39	Known mitochondrial	fn	PANNZER
B4DFI7	ENSG00000147576	ADHFE1	Known mitochondrial	fn	PANNZER
B4DFP7	ENSG00000122085	MTERF4	Known mitochondrial	fn	PANNZER
B4DFT4	ENSG00000105341	ATP5SL	Known mitochondrial	fn	PANNZER
B4DGK6	ENSG00000115840	SLC25A12	Known mitochondrial	fn	PANNZER
B4DI26	ENSG00000166260	COX11	Known mitochondrial	fn	PANNZER
B4DJ81	ENSG00000023228	NDUFS1	Known mitochondrial	fn	PANNZER
B4DJF2	ENSG00000108953	YWHAE	Predicted mitochondrial	fn	PANNZER
B4DJM9	ENSG00000104835	SARS2	Known mitochondrial	fn	PANNZER
B4DJV2	ENSG00000062485	CS	Known mitochondrial	fn	PANNZER
B4DK77	ENSG00000125741	OPA3	Known mitochondrial	fn	PANNZER
B4DK89	ENSG00000043514	TRIT1	Known mitochondrial	fn	PANNZER
B4DKD5	ENSG00000122085	MTERF4	Known mitochondrial	fn	PANNZER
B4DLR8	ENSG00000181019	NQO1	Known mitochondrial	fn	PANNZER
B4DML3	ENSG00000137274	BPHL	Predicted mitochondrial	fn	PANNZER
B4DMT0	ENSG00000161558	TMEM143	Predicted mitochondrial	fn	PANNZER
B4DNC9	ENSG00000136003	ISCU	Known mitochondrial	fn	PANNZER
B4DNK4	ENSG00000067225	PKM	Predicted mitochondrial	fn	PANNZER
B4DP25	ENSG00000106346	USP42	Predicted mitochondrial	fn	PANNZER
B4DP62	ENSG00000100075	SLC25A1	Known mitochondrial	fn	PANNZER
B4DP64	ENSG00000120992	LYPLA1	Predicted mitochondrial	fn	PANNZER
B4DP72	ENSG00000110871	COQ5	Known mitochondrial	fn	PANNZER
B4DPR9	ENSG00000127989	MTERF1	Known mitochondrial	fn	PANNZER
B4DPZ9	ENSG00000087470	DNM1L	Known mitochondrial	fn	PANNZER
B4DQ67	ENSG00000112855	HARS2	Known mitochondrial	fn	PANNZER
B4DRC1	ENSG00000101181	MTG2	Known mitochondrial	fn	PANNZER
B4DSL5	ENSG00000278259	MYO19	Known mitochondrial	fn	PANNZER
B4DV11	ENSG00000147576	ADHFE1	Known mitochondrial	fn	PANNZER
B4DVF4	ENSG00000060971	ACAA1	Predicted mitochondrial	fn	PANNZER
B4DW73	ENSG00000100889	PCK2	Known mitochondrial	fn	PANNZER
B4DYN2	ENSG00000140798	ABCC12	Predicted mitochondrial	fn	PANNZER
B4E059	ENSG00000166321	NUDT13	Predicted mitochondrial	fn	PANNZER
B4E0P2	ENSG00000059691	GATB	Known mitochondrial	fn	PANNZER
B4E0W7	ENSG00000003509	NDUFAF7	Known mitochondrial	fn	PANNZER
B4E101	ENSG00000144559	TAMM41	Known mitochondrial	fn	PANNZER
B4E298	ENSG00000165792	METTL17	Predicted mitochondrial	fn	PANNZER
B5MBW9	ENSG00000250479	CHCHD10	Known mitochondrial	fn	PANNZER
B5MC10	ENSG00000115204	MPV17	Known mitochondrial	fn	PANNZER
B5MC22	ENSG00000242114	MTFP1	Known mitochondrial	fn	PANNZER
B5MC53	ENSG00000115204	MPV17	Known mitochondrial	fn	PANNZER
B5MC64	ENSG00000169519	METTL15	Known mitochondrial	fn	PANNZER
B5MC82	ENSG00000099977	DDT	Predicted mitochondrial	fn	PANNZER
B5MCF8	ENSG00000115204	MPV17	Known mitochondrial	fn	PANNZER
B5MCJ1	ENSG00000183891	TTC32	Predicted mitochondrial	fn	PANNZER
B5MCT8	ENSG00000170889	RPS9	Predicted mitochondrial	fn	PANNZER
B5MCV2	ENSG00000180902	D2HGDH	Known mitochondrial	fn	PANNZER
B5MD00	ENSG00000196683	TOMM7	Known mitochondrial	fn	PANNZER
B5MD38	ENSG00000138029	HADHB	Known mitochondrial	fn	PANNZER
B5MDL5	ENSG00000188130	MAPK12	Known mitochondrial	fn	PANNZER
B7WNN4	ENSG00000142082	SIRT3	Known mitochondrial	fn	PANNZER
B7WPF5	ENSG00000142330	CAPN10	Known mitochondrial	fn	PANNZER
B7Z2E6	ENSG00000164924	YWHAZ	Predicted mitochondrial	fn	PANNZER
B7Z2R2	ENSG00000156467	UQCRB	Known mitochondrial	fn	PANNZER
B7Z3Z9	ENSG00000151726	ACSL1	Known mitochondrial	fn	PANNZER
B7Z415	ENSG00000151552	QDPR	Known mitochondrial	fn	PANNZER
B7Z4A5	ENSG00000183597	TANGO2	Known mitochondrial	fn	PANNZER
B7Z4W5	ENSG00000171097	KYAT1	Predicted mitochondrial	fn	PANNZER
B7Z509	ENSG00000115419	GLS	Known mitochondrial	fn	PANNZER
B7Z5R6	ENSG00000188554	NBR1	Known mitochondrial	fn	PANNZER
B7Z676	ENSG00000164038	SLC9B2	Known mitochondrial	fn	PANNZER
B7Z6C8	ENSG00000164209	SLC25A46	Known mitochondrial	fn	PANNZER
B7Z6W2	ENSG00000183597	TANGO2	Known mitochondrial	fn	PANNZER
B7Z8R2	ENSG00000049883	PTCD2	Known mitochondrial	fn	PANNZER
B7Z8V7	ENSG00000152620	NADK2	Known mitochondrial	fn	PANNZER
B7Z9I1	ENSG00000117054	ACADM	Known mitochondrial	fn	PANNZER
B7ZAG4	ENSG00000182134	TDRKH	Predicted mitochondrial	fn	PANNZER
B7ZAR9	ENSG00000090857	PDPR	Known mitochondrial	fn	PANNZER
B7ZAX5	ENSG00000156958	GALK2	Predicted mitochondrial	fn	PANNZER
B7ZAZ8	ENSG00000119689	DLST	Known mitochondrial	fn	PANNZER
B7ZL88	ENSG00000163626	COX18	Known mitochondrial	fn	PANNZER
B7ZLR4	ENSG00000123191	ATP7B	Known mitochondrial	fn	PANNZER
B7ZM99	ENSG00000120254	MTHFD1L	Known mitochondrial	fn	PANNZER
B8ZWD1	ENSG00000155368	DBI	Known mitochondrial	fn	PANNZER
B8ZZ38	ENSG00000138095	LRPPRC	Known mitochondrial	fn	PANNZER
B8ZZ54	ENSG00000115541	HSPE1	Known mitochondrial	fn	PANNZER
B8ZZA8	ENSG00000115419	GLS	Known mitochondrial	fn	PANNZER
B8ZZC5	ENSG00000115419	GLS	Known mitochondrial	fn	PANNZER
B8ZZE2	ENSG00000115275	MOGS	Predicted mitochondrial	fn	PANNZER
B8ZZJ6	ENSG00000144040	SFXN5	Known mitochondrial	fn	PANNZER
B8ZZL8	ENSG00000115541	HSPE1	Known mitochondrial	fn	PANNZER
