Protein	Gene.ID	Gene	Status	Guess	Alg
A0A1P0AYU5	ENSG00000107819	SFXN3	Known mitochondrial	fn	FRENKI
A0A1W2PNH4	ENSG00000143224	PPOX	Known mitochondrial	fn	FRENKI
A0A1W2PNH9	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0A1W2PNQ3	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0A1W2PNQ5	ENSG00000121897	LIAS	Known mitochondrial	fn	FRENKI
A0A1W2PNW6	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0A1W2PNY0	ENSG00000204370	SDHD	Known mitochondrial	fn	FRENKI
A0A1W2PNY9	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0A1W2PP40	ENSG00000138796	HADH	Known mitochondrial	fn	FRENKI
A0A1W2PP66	ENSG00000175193	PARL	Known mitochondrial	fn	FRENKI
A0A1W2PP74	ENSG00000178445	GLDC	Known mitochondrial	fn	FRENKI
A0A1W2PP94	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0A1W2PPB1	ENSG00000178445	GLDC	Known mitochondrial	fn	FRENKI
A0A1W2PPH1	ENSG00000082212	ME2	Known mitochondrial	fn	FRENKI
A0A1W2PPT7	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0A1W2PPU4	ENSG00000179295	PTPN11	Known mitochondrial	fn	FRENKI
A0A1W2PPX7	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0A1W2PPY5	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0A1W2PPZ1	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0A1W2PQ37	ENSG00000082212	ME2	Known mitochondrial	fn	FRENKI
A0A1W2PQ61	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0A1W2PQ78	ENSG00000138796	HADH	Known mitochondrial	fn	FRENKI
A0A1W2PQ87	ENSG00000121897	LIAS	Known mitochondrial	fn	FRENKI
A0A1W2PQA0	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0A1W2PQE9	ENSG00000121897	LIAS	Known mitochondrial	fn	FRENKI
A0A1W2PQF8	ENSG00000082212	ME2	Known mitochondrial	fn	FRENKI
A0A1W2PQH3	ENSG00000082212	ME2	Known mitochondrial	fn	FRENKI
A0A1W2PQH4	ENSG00000082212	ME2	Known mitochondrial	fn	FRENKI
A0A1W2PQM0	ENSG00000143224	PPOX	Known mitochondrial	fn	FRENKI
A0A1W2PQR1	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0A1W2PQS5	ENSG00000100575	TIMM9	Known mitochondrial	fn	FRENKI
A0A1W2PQS9	ENSG00000121897	LIAS	Known mitochondrial	fn	FRENKI
A0A1W2PQT3	ENSG00000082212	ME2	Known mitochondrial	fn	FRENKI
A0A1W2PQU4	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0A1W2PQU6	ENSG00000178445	GLDC	Known mitochondrial	fn	FRENKI
A0A1W2PQV3	ENSG00000178445	GLDC	Known mitochondrial	fn	FRENKI
A0A1W2PQV5	ENSG00000138796	HADH	Known mitochondrial	fn	FRENKI
A0A1W2PQX3	ENSG00000140905	GCSH	Known mitochondrial	fn	FRENKI
A0A1W2PQY8	ENSG00000082212	ME2	Known mitochondrial	fn	FRENKI
A0A1W2PQZ8	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0A1W2PR40	ENSG00000121897	LIAS	Known mitochondrial	fn	FRENKI
A0A1W2PR56	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0A1W2PR62	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0A1W2PR68	ENSG00000082212	ME2	Known mitochondrial	fn	FRENKI
A0A1W2PR83	ENSG00000091140	DLD	Known mitochondrial	fn	FRENKI
A0A1W2PRB0	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0A1W2PRD2	ENSG00000121897	LIAS	Known mitochondrial	fn	FRENKI
A0A1W2PRF9	ENSG00000143224	PPOX	Known mitochondrial	fn	FRENKI
A0A1W2PRG5	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0A1W2PRH1	ENSG00000082212	ME2	Known mitochondrial	fn	FRENKI
A0A1W2PRH9	ENSG00000100575	TIMM9	Known mitochondrial	fn	FRENKI
A0A1W2PRK9	ENSG00000143436	MRPL9	Known mitochondrial	fn	FRENKI
A0A1W2PRN5	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0A1W2PRR1	ENSG00000166598	HSP90B1	Predicted mitochondrial	fn	FRENKI
A0A1W2PRV4	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0A1W2PRY9	ENSG00000082212	ME2	Known mitochondrial	fn	FRENKI
A0A1W2PS22	ENSG00000183207	RUVBL2	Known mitochondrial	fn	FRENKI
A0A1W2PS40	ENSG00000175193	PARL	Known mitochondrial	fn	FRENKI
A0A1W2PS48	ENSG00000183207	RUVBL2	Known mitochondrial	fn	FRENKI
A0A1W2PS54	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0A1W2PSD3	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
A0JNW5	ENSG00000111647	UHRF1BP1L	Predicted mitochondrial	fn	FRENKI
A0PJW6	ENSG00000168569	TMEM223	Predicted mitochondrial	fn	FRENKI
A1L188	ENSG00000224877	NDUFAF8	Predicted mitochondrial	fn	FRENKI
A1XBS5	ENSG00000188343	FAM92A	Predicted mitochondrial	fn	FRENKI
A2A274	ENSG00000100412	ACO2	Known mitochondrial	fn	FRENKI
A2A369	ENSG00000107099	DOCK8	Predicted mitochondrial	fn	FRENKI
A2A370	ENSG00000107099	DOCK8	Predicted mitochondrial	fn	FRENKI
A2AJT9	ENSG00000173681	CXorf23	Predicted mitochondrial	fn	FRENKI
A2IDC5	ENSG00000086504	MRPL28	Known mitochondrial	fn	FRENKI
A2T115	ENSG00000182346	DAOA	Known mitochondrial	fn	FRENKI
A3KMH1	ENSG00000102763	VWA8	Known mitochondrial	fn	FRENKI
A4D1E9	ENSG00000105793	GTPBP10	Known mitochondrial	fn	FRENKI
A6NC05	ENSG00000164241	C5orf63	Predicted mitochondrial	fn	FRENKI
A6ND22	ENSG00000182180	MRPS16	Known mitochondrial	fn	FRENKI
A6ND91	ENSG00000204653	ASPDH	Predicted mitochondrial	fn	FRENKI
A6NEP8	ENSG00000101986	ABCD1	Predicted mitochondrial	fn	FRENKI
A6NF51	ENSG00000162813	BPNT1	Predicted mitochondrial	fn	FRENKI
A6NG45	ENSG00000123131	PRDX4	Known mitochondrial	fn	FRENKI
A6NHH0	ENSG00000148334	PTGES2	Known mitochondrial	fn	FRENKI
A6NHR2	ENSG00000116221	MRPL37	Known mitochondrial	fn	FRENKI
A6NIT2	ENSG00000067177	PHKA1	Predicted mitochondrial	fn	FRENKI
A6NIV2	ENSG00000196683	TOMM7	Known mitochondrial	fn	FRENKI
A6NIW5	ENSG00000167815	PRDX2	Predicted mitochondrial	fn	FRENKI
A6NJD9	ENSG00000214026	MRPL23	Known mitochondrial	fn	FRENKI
A6NJX6	ENSG00000172586	CHCHD1	Known mitochondrial	fn	FRENKI
A6NLB9	ENSG00000172590	MRPL52	Known mitochondrial	fn	FRENKI
A6NMN0	ENSG00000067177	PHKA1	Predicted mitochondrial	fn	FRENKI
A6NNL5	ENSG00000189227	C15orf61	Known mitochondrial	fn	FRENKI
A6NP46	ENSG00000198814	GK	Known mitochondrial	fn	FRENKI
A6PVN3	ENSG00000095321	CRAT	Known mitochondrial	fn	FRENKI
A6XGL0	ENSG00000250067	YJEFN3	Predicted mitochondrial	fn	FRENKI
A8K0A6	ENSG00000135423	GLS2	Known mitochondrial	fn	FRENKI
A8K0H0	ENSG00000165949	IFI27	Known mitochondrial	fn	FRENKI
A8K1M9	ENSG00000165046	LETM2	Known mitochondrial	fn	FRENKI
A8K7Q2	ENSG00000109971	HSPA8	Predicted mitochondrial	fn	FRENKI
A8MPV4	ENSG00000115204	MPV17	Known mitochondrial	fn	FRENKI
A8MRA7	ENSG00000123472	ATPAF1	Known mitochondrial	fn	FRENKI
A8MSI8	ENSG00000232859	LYRM9	Predicted mitochondrial	fn	FRENKI
A8MT25	ENSG00000177427	MIEF2	Known mitochondrial	fn	FRENKI
A8MT40	ENSG00000090857	PDPR	Known mitochondrial	fn	FRENKI
A8MTD3	ENSG00000115204	MPV17	Known mitochondrial	fn	FRENKI
A8MTS1	ENSG00000185917	SETD4	Predicted mitochondrial	fn	FRENKI
A8MTT3	ENSG00000218739	CEBPZOS	Known mitochondrial	fn	FRENKI
A8MUH2	ENSG00000154723	ATP5J	Known mitochondrial	fn	FRENKI
A8MUI2	ENSG00000170906	NDUFA3	Known mitochondrial	fn	FRENKI
A8MUL8	ENSG00000162927	PUS10	Predicted mitochondrial	fn	FRENKI
A8MUP2	ENSG00000214756	METTL12	Known mitochondrial	fn	FRENKI
A8MVM8	ENSG00000170906	NDUFA3	Known mitochondrial	fn	FRENKI
A8MVT4	ENSG00000214026	MRPL23	Known mitochondrial	fn	FRENKI
A8MWT1	ENSG00000183597	TANGO2	Known mitochondrial	fn	FRENKI
A8MX94	ENSG00000084207	GSTP1	Predicted mitochondrial	fn	FRENKI
A8MXK4	ENSG00000170889	RPS9	Predicted mitochondrial	fn	FRENKI
A8MXP8	ENSG00000117906	RCN2	Known mitochondrial	fn	FRENKI
A8MXU7	ENSG00000002330	BAD	Known mitochondrial	fn	FRENKI
A8MY48	ENSG00000188130	MAPK12	Known mitochondrial	fn	FRENKI
A8MYJ8	ENSG00000170906	NDUFA3	Known mitochondrial	fn	FRENKI
A8MYK1	ENSG00000214026	MRPL23	Known mitochondrial	fn	FRENKI
A8MYZ9	ENSG00000069998	HDHD5	Known mitochondrial	fn	FRENKI
A9X3U0	ENSG00000138942	RNF185	Known mitochondrial	fn	FRENKI
B0AZS6	ENSG00000164924	YWHAZ	Predicted mitochondrial	fn	FRENKI
B0QY95	ENSG00000100335	MIEF1	Known mitochondrial	fn	FRENKI
B0QYH2	ENSG00000100209	HSCB	Known mitochondrial	fn	FRENKI
B0YJC4	ENSG00000026025	VIM	Predicted mitochondrial	fn	FRENKI
B0YJC5	ENSG00000026025	VIM	Predicted mitochondrial	fn	FRENKI
B1AH49	ENSG00000128309	MPST	Known mitochondrial	fn	FRENKI
B1AKM6	ENSG00000241878	PISD	Known mitochondrial	fn	FRENKI
B1AKV2	ENSG00000101019	UQCC1	Known mitochondrial	fn	FRENKI
B1AKV4	ENSG00000101019	UQCC1	Known mitochondrial	fn	FRENKI
B1AL05	ENSG00000055950	MRPL43	Known mitochondrial	fn	FRENKI
B1ALU1	ENSG00000117114	ADGRL2	Predicted mitochondrial	fn	FRENKI
B1ALU3	ENSG00000117114	ADGRL2	Predicted mitochondrial	fn	FRENKI
B1ANG9	ENSG00000143774	GUK1	Known mitochondrial	fn	FRENKI
B1ANH5	ENSG00000143774	GUK1	Known mitochondrial	fn	FRENKI
B1ANH6	ENSG00000143774	GUK1	Known mitochondrial	fn	FRENKI
B3KN43	ENSG00000108826	MRPL27	Known mitochondrial	fn	FRENKI
B3KQ30	ENSG00000136003	ISCU	Known mitochondrial	fn	FRENKI
B3KQX1	ENSG00000106591	MRPL32	Known mitochondrial	fn	FRENKI
B3KR49	ENSG00000102882	MAPK3	Predicted mitochondrial	fn	FRENKI
B3KR61	ENSG00000101247	NDUFAF5	Known mitochondrial	fn	FRENKI
B3KSI3	ENSG00000105552	BCAT2	Known mitochondrial	fn	FRENKI
B3KTU4	ENSG00000145020	AMT	Known mitochondrial	fn	FRENKI
B3KUS5	ENSG00000135093	USP30	Known mitochondrial	fn	FRENKI
B3KW44	ENSG00000123600	METTL8	Known mitochondrial	fn	FRENKI
B3KY94	ENSG00000103502	CDIPT	Predicted mitochondrial	fn	FRENKI
B4DDK6	ENSG00000204152	TIMM23B	Known mitochondrial	fn	FRENKI
B4DDQ3	ENSG00000087470	DNM1L	Known mitochondrial	fn	FRENKI
B4DE93	ENSG00000167792	NDUFV1	Known mitochondrial	fn	FRENKI
B4DEM9	ENSG00000004142	POLDIP2	Known mitochondrial	fn	FRENKI
B4DEZ3	ENSG00000186010	NDUFA13	Known mitochondrial	fn	FRENKI
B4DFG5	ENSG00000013306	SLC25A39	Known mitochondrial	fn	FRENKI
B4DFI7	ENSG00000147576	ADHFE1	Known mitochondrial	fn	FRENKI
B4DFP7	ENSG00000122085	MTERF4	Known mitochondrial	fn	FRENKI
B4DFT4	ENSG00000105341	ATP5SL	Known mitochondrial	fn	FRENKI
B4DGK6	ENSG00000115840	SLC25A12	Known mitochondrial	fn	FRENKI
B4DI26	ENSG00000166260	COX11	Known mitochondrial	fn	FRENKI
B4DJ81	ENSG00000023228	NDUFS1	Known mitochondrial	fn	FRENKI
B4DJF2	ENSG00000108953	YWHAE	Predicted mitochondrial	fn	FRENKI
B4DJM9	ENSG00000104835	SARS2	Known mitochondrial	fn	FRENKI
B4DJV2	ENSG00000062485	CS	Known mitochondrial	fn	FRENKI
B4DK77	ENSG00000125741	OPA3	Known mitochondrial	fn	FRENKI
B4DK89	ENSG00000043514	TRIT1	Known mitochondrial	fn	FRENKI
B4DKD5	ENSG00000122085	MTERF4	Known mitochondrial	fn	FRENKI
B4DLR8	ENSG00000181019	NQO1	Known mitochondrial	fn	FRENKI
B4DML3	ENSG00000137274	BPHL	Predicted mitochondrial	fn	FRENKI
B4DMT0	ENSG00000161558	TMEM143	Predicted mitochondrial	fn	FRENKI
B4DNC9	ENSG00000136003	ISCU	Known mitochondrial	fn	FRENKI
B4DNK4	ENSG00000067225	PKM	Predicted mitochondrial	fn	FRENKI
B4DP25	ENSG00000106346	USP42	Predicted mitochondrial	fn	FRENKI
B4DP62	ENSG00000100075	SLC25A1	Known mitochondrial	fn	FRENKI
B4DP64	ENSG00000120992	LYPLA1	Predicted mitochondrial	fn	FRENKI
B4DP72	ENSG00000110871	COQ5	Known mitochondrial	fn	FRENKI
B4DPR9	ENSG00000127989	MTERF1	Known mitochondrial	fn	FRENKI
B4DPZ9	ENSG00000087470	DNM1L	Known mitochondrial	fn	FRENKI
B4DQ67	ENSG00000112855	HARS2	Known mitochondrial	fn	FRENKI
B4DRC1	ENSG00000101181	MTG2	Known mitochondrial	fn	FRENKI
B4DSL5	ENSG00000278259	MYO19	Known mitochondrial	fn	FRENKI
B4DV11	ENSG00000147576	ADHFE1	Known mitochondrial	fn	FRENKI
B4DVF4	ENSG00000060971	ACAA1	Predicted mitochondrial	fn	FRENKI
B4DW73	ENSG00000100889	PCK2	Known mitochondrial	fn	FRENKI
B4DYN2	ENSG00000140798	ABCC12	Predicted mitochondrial	fn	FRENKI
B4E059	ENSG00000166321	NUDT13	Predicted mitochondrial	fn	FRENKI
B4E0P2	ENSG00000059691	GATB	Known mitochondrial	fn	FRENKI
B4E0W7	ENSG00000003509	NDUFAF7	Known mitochondrial	fn	FRENKI
B4E101	ENSG00000144559	TAMM41	Known mitochondrial	fn	FRENKI
B4E298	ENSG00000165792	METTL17	Predicted mitochondrial	fn	FRENKI
B5MBW9	ENSG00000250479	CHCHD10	Known mitochondrial	fn	FRENKI
B5MC10	ENSG00000115204	MPV17	Known mitochondrial	fn	FRENKI
B5MC22	ENSG00000242114	MTFP1	Known mitochondrial	fn	FRENKI
B5MC53	ENSG00000115204	MPV17	Known mitochondrial	fn	FRENKI
B5MC64	ENSG00000169519	METTL15	Known mitochondrial	fn	FRENKI
B5MC82	ENSG00000099977	DDT	Predicted mitochondrial	fn	FRENKI
B5MCF8	ENSG00000115204	MPV17	Known mitochondrial	fn	FRENKI
B5MCJ1	ENSG00000183891	TTC32	Predicted mitochondrial	fn	FRENKI
B5MCT8	ENSG00000170889	RPS9	Predicted mitochondrial	fn	FRENKI
B5MCV2	ENSG00000180902	D2HGDH	Known mitochondrial	fn	FRENKI
B5MD00	ENSG00000196683	TOMM7	Known mitochondrial	fn	FRENKI
B5MD38	ENSG00000138029	HADHB	Known mitochondrial	fn	FRENKI
B5MDL5	ENSG00000188130	MAPK12	Known mitochondrial	fn	FRENKI
B7WNN4	ENSG00000142082	SIRT3	Known mitochondrial	fn	FRENKI
B7WPF5	ENSG00000142330	CAPN10	Known mitochondrial	fn	FRENKI
B7Z2E6	ENSG00000164924	YWHAZ	Predicted mitochondrial	fn	FRENKI
B7Z2R2	ENSG00000156467	UQCRB	Known mitochondrial	fn	FRENKI
B7Z3Z9	ENSG00000151726	ACSL1	Known mitochondrial	fn	FRENKI
B7Z415	ENSG00000151552	QDPR	Known mitochondrial	fn	FRENKI
B7Z4A5	ENSG00000183597	TANGO2	Known mitochondrial	fn	FRENKI
B7Z4W5	ENSG00000171097	KYAT1	Predicted mitochondrial	fn	FRENKI
B7Z509	ENSG00000115419	GLS	Known mitochondrial	fn	FRENKI
B7Z5R6	ENSG00000188554	NBR1	Known mitochondrial	fn	FRENKI
B7Z676	ENSG00000164038	SLC9B2	Known mitochondrial	fn	FRENKI
B7Z6C8	ENSG00000164209	SLC25A46	Known mitochondrial	fn	FRENKI
B7Z6W2	ENSG00000183597	TANGO2	Known mitochondrial	fn	FRENKI
B7Z8R2	ENSG00000049883	PTCD2	Known mitochondrial	fn	FRENKI
B7Z8V7	ENSG00000152620	NADK2	Known mitochondrial	fn	FRENKI
B7Z9I1	ENSG00000117054	ACADM	Known mitochondrial	fn	FRENKI
B7ZAG4	ENSG00000182134	TDRKH	Predicted mitochondrial	fn	FRENKI
B7ZAR9	ENSG00000090857	PDPR	Known mitochondrial	fn	FRENKI
B7ZAX5	ENSG00000156958	GALK2	Predicted mitochondrial	fn	FRENKI
B7ZAZ8	ENSG00000119689	DLST	Known mitochondrial	fn	FRENKI
B7ZL88	ENSG00000163626	COX18	Known mitochondrial	fn	FRENKI
B7ZLR4	ENSG00000123191	ATP7B	Known mitochondrial	fn	FRENKI
B7ZM99	ENSG00000120254	MTHFD1L	Known mitochondrial	fn	FRENKI
B8ZWD1	ENSG00000155368	DBI	Known mitochondrial	fn	FRENKI
B8ZZ38	ENSG00000138095	LRPPRC	Known mitochondrial	fn	FRENKI
B8ZZ54	ENSG00000115541	HSPE1	Known mitochondrial	fn	FRENKI
B8ZZA8	ENSG00000115419	GLS	Known mitochondrial	fn	FRENKI
B8ZZC5	ENSG00000115419	GLS	Known mitochondrial	fn	FRENKI
B8ZZE2	ENSG00000115275	MOGS	Predicted mitochondrial	fn	FRENKI
B8ZZJ6	ENSG00000144040	SFXN5	Known mitochondrial	fn	FRENKI
B8ZZL8	ENSG00000115541	HSPE1	Known mitochondrial	fn	FRENKI
B8ZZT5	ENSG00000144120	TMEM177	Predicted mitochondrial	fn	FRENKI
B8ZZU9	ENSG00000065911	MTHFD2	Known mitochondrial	fn	FRENKI
B8ZZV5	ENSG00000185414	MRPL30	Known mitochondrial	fn	FRENKI
B8ZZV9	ENSG00000115520	COQ10B	Known mitochondrial	fn	FRENKI
B8ZZX2	ENSG00000115520	COQ10B	Known mitochondrial	fn	FRENKI
B9A051	ENSG00000204822	MRPL53	Known mitochondrial	fn	FRENKI
B9A057	ENSG00000183513	COA5	Known mitochondrial	fn	FRENKI
B9A058	ENSG00000198130	HIBCH	Known mitochondrial	fn	FRENKI
B9A062	ENSG00000065911	MTHFD2	Known mitochondrial	fn	FRENKI
B9A067	ENSG00000132305	IMMT	Known mitochondrial	fn	FRENKI
C4P092	ENSG00000162946	DISC1	Known mitochondrial	fn	FRENKI
C4P093	ENSG00000162946	DISC1	Known mitochondrial	fn	FRENKI
C4P0A0	ENSG00000162946	DISC1	Known mitochondrial	fn	FRENKI
C4P0B0	ENSG00000162946	DISC1	Known mitochondrial	fn	FRENKI
C4P0B1	ENSG00000162946	DISC1	Known mitochondrial	fn	FRENKI
C9IY40	ENSG00000112651	MRPL2	Known mitochondrial	fn	FRENKI
C9IZ01	ENSG00000168827	GFM1	Known mitochondrial	fn	FRENKI
C9IZW8	ENSG00000090266	NDUFB2	Known mitochondrial	fn	FRENKI
C9IZZ2	ENSG00000090266	NDUFB2	Known mitochondrial	fn	FRENKI
C9J0K3	ENSG00000163607	GTPBP8	Predicted mitochondrial	fn	FRENKI
C9J140	ENSG00000131370	SH3BP5	Predicted mitochondrial	fn	FRENKI
C9J2Y4	ENSG00000035141	FAM136A	Known mitochondrial	fn	FRENKI
C9J3G2	ENSG00000136682	CBWD2	Predicted mitochondrial	fn	FRENKI
C9J3N5	ENSG00000168237	GLYCTK	Known mitochondrial	fn	FRENKI
C9J406	ENSG00000132305	IMMT	Known mitochondrial	fn	FRENKI
C9J5E0	ENSG00000112651	MRPL2	Known mitochondrial	fn	FRENKI
C9J634	ENSG00000168291	PDHB	Known mitochondrial	fn	FRENKI
C9J799	ENSG00000214113	LYRM4	Known mitochondrial	fn	FRENKI
C9J7L8	ENSG00000123130	ACOT9	Known mitochondrial	fn	FRENKI
C9J7Q4	ENSG00000106077	ABHD11	Known mitochondrial	fn	FRENKI
C9J7Z1	ENSG00000187024	PTRH1	Known mitochondrial	fn	FRENKI
C9J7Z8	ENSG00000132530	XAF1	Predicted mitochondrial	fn	FRENKI
C9J8Q5	ENSG00000112294	ALDH5A1	Known mitochondrial	fn	FRENKI
C9J8T6	ENSG00000138495	COX17	Known mitochondrial	fn	FRENKI
C9J8V5	ENSG00000163607	GTPBP8	Predicted mitochondrial	fn	FRENKI
C9JA32	ENSG00000168237	GLYCTK	Known mitochondrial	fn	FRENKI
C9JAX1	ENSG00000165060	FXN	Known mitochondrial	fn	FRENKI
C9JAX8	ENSG00000168273	SMIM4	Predicted mitochondrial	fn	FRENKI
C9JBU9	ENSG00000160124	CCDC58	Known mitochondrial	fn	FRENKI
C9JBY7	ENSG00000090263	MRPS33	Known mitochondrial	fn	FRENKI
C9JDE9	ENSG00000060971	ACAA1	Predicted mitochondrial	fn	FRENKI
C9JDT9	ENSG00000183597	TANGO2	Known mitochondrial	fn	FRENKI
C9JE15	ENSG00000133597	ADCK2	Predicted mitochondrial	fn	FRENKI
C9JES7	ENSG00000187118	CMC1	Known mitochondrial	fn	FRENKI
C9JIZ6	ENSG00000197746	PSAP	Predicted mitochondrial	fn	FRENKI
C9JJ19	ENSG00000074071	MRPS34	Known mitochondrial	fn	FRENKI
C9JLB7	ENSG00000154814	OXNAD1	Known mitochondrial	fn	FRENKI
C9JM19	ENSG00000170889	RPS9	Predicted mitochondrial	fn	FRENKI
C9JM56	ENSG00000145832	SLC25A48	Known mitochondrial	fn	FRENKI
C9JM75	ENSG00000156990	RPUSD3	Known mitochondrial	fn	FRENKI
C9JNK6	ENSG00000128654	MTX2	Known mitochondrial	fn	FRENKI
C9JNP8	ENSG00000175193	PARL	Known mitochondrial	fn	FRENKI
C9JNU6	ENSG00000181061	HIGD1A	Known mitochondrial	fn	FRENKI
C9JPE1	ENSG00000178537	SLC25A20	Known mitochondrial	fn	FRENKI
C9JQ41	ENSG00000160124	CCDC58	Known mitochondrial	fn	FRENKI
C9JQB1	ENSG00000172113	NME6	Known mitochondrial	fn	FRENKI
C9JQE1	ENSG00000184903	IMMP2L	Known mitochondrial	fn	FRENKI
C9JQS9	ENSG00000114054	PCCB	Known mitochondrial	fn	FRENKI
C9JRM1	ENSG00000067560	RHOA	Predicted mitochondrial	fn	FRENKI
C9JRV4	ENSG00000090266	NDUFB2	Known mitochondrial	fn	FRENKI
C9JRX8	ENSG00000214113	LYRM4	Known mitochondrial	fn	FRENKI
C9JRZ6	ENSG00000106554	CHCHD3	Known mitochondrial	fn	FRENKI
C9JTY4	ENSG00000197150	ABCB8	Known mitochondrial	fn	FRENKI
C9JU26	ENSG00000241468	ATP5J2	Known mitochondrial	fn	FRENKI
C9JU35	ENSG00000113845	TIMMDC1	Known mitochondrial	fn	FRENKI
C9JVN9	ENSG00000087299	L2HGDH	Known mitochondrial	fn	FRENKI
C9JX21	ENSG00000067560	RHOA	Predicted mitochondrial	fn	FRENKI
C9JXJ4	ENSG00000145020	AMT	Known mitochondrial	fn	FRENKI
C9JXM4	ENSG00000090266	NDUFB2	Known mitochondrial	fn	FRENKI
C9JXQ9	ENSG00000065518	NDUFB4	Known mitochondrial	fn	FRENKI
C9JY28	ENSG00000214113	LYRM4	Known mitochondrial	fn	FRENKI
C9JY63	ENSG00000164830	OXR1	Known mitochondrial	fn	FRENKI
C9JYI3	ENSG00000197150	ABCB8	Known mitochondrial	fn	FRENKI
C9JZG7	ENSG00000112651	MRPL2	Known mitochondrial	fn	FRENKI
C9JZW2	ENSG00000112651	MRPL2	Known mitochondrial	fn	FRENKI
D3DNX8	ENSG00000164040	PGRMC2	Predicted mitochondrial	fn	FRENKI
D3DP56	ENSG00000164306	PRIMPOL	Known mitochondrial	fn	FRENKI
D3DQ64	ENSG00000162433	AK4	Known mitochondrial	fn	FRENKI
D3YTC1	ENSG00000132313	MRPL35	Known mitochondrial	fn	FRENKI
D3YTF8	ENSG00000184470	TXNRD2	Known mitochondrial	fn	FRENKI
D4PHA6	ENSG00000175606	TMEM70	Known mitochondrial	fn	FRENKI
D6R8Z6	ENSG00000170502	NUDT9	Known mitochondrial	fn	FRENKI
D6R908	ENSG00000164306	PRIMPOL	Known mitochondrial	fn	FRENKI
D6R909	ENSG00000204628	RACK1	Predicted mitochondrial	fn	FRENKI
D6R916	ENSG00000164258	NDUFS4	Known mitochondrial	fn	FRENKI
D6R941	ENSG00000134056	MRPS36	Known mitochondrial	fn	FRENKI
D6R947	ENSG00000006282	SPATA20	Known mitochondrial	fn	FRENKI
D6R971	ENSG00000164306	PRIMPOL	Known mitochondrial	fn	FRENKI
D6R975	ENSG00000163864	NMNAT3	Known mitochondrial	fn	FRENKI
D6R994	ENSG00000186687	LYRM7	Known mitochondrial	fn	FRENKI
D6R9C3	ENSG00000112695	COX7A2	Known mitochondrial	fn	FRENKI
D6R9H7	ENSG00000159199	ATP5G1	Known mitochondrial	fn	FRENKI
D6R9I9	ENSG00000164163	ABCE1	Predicted mitochondrial	fn	FRENKI
D6R9M5	ENSG00000112855	HARS2	Known mitochondrial	fn	FRENKI
D6R9M6	ENSG00000014824	SLC30A9	Known mitochondrial	fn	FRENKI
D6R9P2	ENSG00000164038	SLC9B2	Known mitochondrial	fn	FRENKI
D6R9R1	ENSG00000131844	MCCC2	Known mitochondrial	fn	FRENKI
D6R9Y0	ENSG00000123213	NLN	Known mitochondrial	fn	FRENKI
D6R9Z3	ENSG00000177646	ACAD9	Known mitochondrial	fn	FRENKI
D6R9Z7	ENSG00000127184	COX7C	Known mitochondrial	fn	FRENKI
D6RA35	ENSG00000112695	COX7A2	Known mitochondrial	fn	FRENKI
D6RA37	ENSG00000104723	TUSC3	Predicted mitochondrial	fn	FRENKI
D6RA56	ENSG00000164182	NDUFAF2	Known mitochondrial	fn	FRENKI
D6RAB6	ENSG00000186314	PRELID2	Predicted mitochondrial	fn	FRENKI
D6RAC2	ENSG00000204628	RACK1	Predicted mitochondrial	fn	FRENKI
D6RAD3	ENSG00000138777	PPA2	Known mitochondrial	fn	FRENKI
D6RAE9	ENSG00000164466	SFXN1	Known mitochondrial	fn	FRENKI
D6RAN8	ENSG00000108826	MRPL27	Known mitochondrial	fn	FRENKI
D6RAR0	ENSG00000175309	PHYKPL	Known mitochondrial	fn	FRENKI
D6RAR2	ENSG00000232859	LYRM9	Predicted mitochondrial	fn	FRENKI
D6RAR6	ENSG00000124279	FASTKD3	Known mitochondrial	fn	FRENKI
D6RAU2	ENSG00000204628	RACK1	Predicted mitochondrial	fn	FRENKI
D6RAV8	ENSG00000145439	CBR4	Known mitochondrial	fn	FRENKI
