"Gen"	"UniProt"
"ENSG00000085662"	"E9PEF9"
"ENSG00000085662"	"P15121"
"ENSG00000085760"	"A0A1D5RMP2"
"ENSG00000085760"	"A0A1Y8EJN7"
"ENSG00000085760"	"B5MCU1"
"ENSG00000085760"	"C9JIY5"
"ENSG00000085760"	"E7EW07"
"ENSG00000085760"	"H7C213"
"ENSG00000085760"	"P46199"
"ENSG00000086061"	"P31689"
"ENSG00000086504"	"A2IDC5"
"ENSG00000086504"	"A2IDC6"
"ENSG00000086504"	"A2IDC7"
"ENSG00000086504"	"Q13084"
"ENSG00000086504"	"Q4TT37"
"ENSG00000086991"	"E9PI95"
"ENSG00000086991"	"E9PPP2"
"ENSG00000086991"	"E9PR43"
"ENSG00000086991"	"Q9NPH5"
"ENSG00000087074"	"M0QXL1"
"ENSG00000087074"	"O75807"
"ENSG00000087086"	"P02792"
"ENSG00000087088"	"H0YA56"
"ENSG00000087088"	"I6LPK7"
"ENSG00000087088"	"K4JQN1"
"ENSG00000087088"	"Q07812"
"ENSG00000087157"	"K7EJP6"
"ENSG00000087157"	"K7EL44"
"ENSG00000087157"	"K7ELT9"
"ENSG00000087157"	"K7EPX0"
"ENSG00000087157"	"K7EQ89"
"ENSG00000087157"	"K7EQF5"
"ENSG00000087157"	"Q32NB8"
"ENSG00000087157"	"U3KQD9"
"ENSG00000087299"	"C9JVN9"
"ENSG00000087299"	"G3V272"
"ENSG00000087299"	"G3V3E2"
"ENSG00000087299"	"G3V5S1"
"ENSG00000087299"	"Q9H9P8"
"ENSG00000087470"	"B4DDQ3"
"ENSG00000087470"	"B4DPZ9"
"ENSG00000087470"	"F8VR28"
"ENSG00000087470"	"F8VUJ9"
"ENSG00000087470"	"F8VYL3"
"ENSG00000087470"	"F8VZ52"
"ENSG00000087470"	"F8W1W3"
"ENSG00000087470"	"G8JLD5"
"ENSG00000087470"	"H0YHY4"
"ENSG00000087470"	"H0YI79"
"ENSG00000087470"	"O00429"
"ENSG00000088682"	"H3BNT2"
"ENSG00000088682"	"H3BPC6"
"ENSG00000088682"	"H3BPW3"
"ENSG00000088682"	"H3BPY0"
"ENSG00000088682"	"H3BRC0"
"ENSG00000088682"	"H3BSJ5"
"ENSG00000088682"	"H3BVA5"
"ENSG00000088682"	"O75208"
"ENSG00000088766"	"Q6NTG3"
"ENSG00000088766"	"Q9UJA2"
"ENSG00000088854"	"Q5TEA3"
"ENSG00000088888"	"Q7Z434"
"ENSG00000089009"	"F8VR69"
"ENSG00000089009"	"F8VU16"
"ENSG00000089009"	"F8VWR1"
"ENSG00000089009"	"F8VZ45"
"ENSG00000089009"	"F8VZA3"
"ENSG00000089009"	"Q02878"
"ENSG00000089009"	"U3KQR5"
"ENSG00000089060"	"A0A0B4J252"
"ENSG00000089060"	"F8VR99"
"ENSG00000089060"	"F8VTU4"
"ENSG00000089060"	"F8VW44"
"ENSG00000089060"	"F8VWW9"
"ENSG00000089060"	"F8W134"
"ENSG00000089060"	"H0YI75"
"ENSG00000089060"	"Q6J4K2"
"ENSG00000089127"	"C6EMZ7"
"ENSG00000089127"	"F8VPW7"
"ENSG00000089127"	"F8VUC8"
"ENSG00000089127"	"F8VXY3"
"ENSG00000089127"	"H0YI20"
"ENSG00000089127"	"H0YIB8"
"ENSG00000089127"	"P00973"
"ENSG00000089127"	"S4R3A5"
"ENSG00000089157"	"F8VPE8"
"ENSG00000089157"	"F8VQY6"
"ENSG00000089157"	"F8VRK7"
"ENSG00000089157"	"F8VS58"
"ENSG00000089157"	"F8VU65"
"ENSG00000089157"	"F8VW21"
"ENSG00000089157"	"F8VWS0"
"ENSG00000089157"	"F8VWV4"
"ENSG00000089157"	"F8VYN4"
"ENSG00000089157"	"F8VZS0"
"ENSG00000089157"	"F8W1K8"
"ENSG00000089157"	"G3V210"
"ENSG00000089157"	"P05388"
"ENSG00000089163"	"F5H4X9"
"ENSG00000089163"	"Q9Y6E7"
"ENSG00000089876"	"Q7L7V1"
"ENSG00000089876"	"X6R717"
"ENSG00000089876"	"X6RHK1"
"ENSG00000090263"	"C9JBY7"
"ENSG00000090263"	"Q9Y291"
"ENSG00000090266"	"C9IZW8"
"ENSG00000090266"	"C9IZZ2"
"ENSG00000090266"	"C9JRV4"
"ENSG00000090266"	"C9JXM4"
"ENSG00000090266"	"F8WCJ6"
"ENSG00000090266"	"H7C5B8"
"ENSG00000090266"	"O95178"
"ENSG00000090432"	"Q969V5"
"ENSG00000090857"	"A8MT40"
"ENSG00000090857"	"B7ZAR9"
"ENSG00000090857"	"H3BQG3"
"ENSG00000090857"	"H3BRS5"
"ENSG00000090857"	"H3BU60"
"ENSG00000090857"	"H3BUH3"
"ENSG00000090857"	"H3BV59"
"ENSG00000090857"	"Q8NCN5"
"ENSG00000091140"	"A0A1W2PR83"
"ENSG00000091140"	"E9PEX6"
"ENSG00000091140"	"F2Z2E3"
"ENSG00000091140"	"F8WDM5"
"ENSG00000091140"	"F8WDY5"
"ENSG00000091140"	"P09622"
"ENSG00000091483"	"P07954"
"ENSG00000091947"	"K7EM07"
"ENSG00000091947"	"K7EM72"
"ENSG00000091947"	"K7EPU9"
"ENSG00000091947"	"K7ERS4"
"ENSG00000091947"	"Q96IK0"
"ENSG00000093010"	"E7EMS6"
"ENSG00000093010"	"E7EUU8"
"ENSG00000093010"	"F8WBW9"
"ENSG00000093010"	"H7BZ45"
"ENSG00000093010"	"P21964"
"ENSG00000093144"	"E9PIU8"
"ENSG00000093144"	"E9PJS8"
"ENSG00000093144"	"E9PLY6"
"ENSG00000093144"	"E9PPG7"
"ENSG00000093144"	"E9PRU6"
"ENSG00000093144"	"F2Z2D6"
"ENSG00000093144"	"H0Y525"
"ENSG00000093144"	"H0Y5L2"
"ENSG00000093144"	"H0YCS9"
"ENSG00000093144"	"H0YD54"
"ENSG00000093144"	"J3KP84"
"ENSG00000093144"	"Q9NTX5"
"ENSG00000095321"	"A6PVN3"
"ENSG00000095321"	"B7ZBP5"
"ENSG00000095321"	"F2Z2C5"
"ENSG00000095321"	"H0Y4Z7"
"ENSG00000095321"	"H7C0E1"
"ENSG00000095321"	"P43155"
"ENSG00000096080"	"Q5QPA5"
"ENSG00000096080"	"Q9NVS2"
"ENSG00000096384"	"P08238"
"ENSG00000097021"	"K7EKP8"
"ENSG00000097021"	"O00154"
"ENSG00000097033"	"A0A087WW40"
"ENSG00000097033"	"Q9Y371"
"ENSG00000099624"	"A0A087WTL3"
"ENSG00000099624"	"P30049"
"ENSG00000099795"	"M0R3B8"
"ENSG00000099795"	"P17568"
"ENSG00000099800"	"K7EIT2"
"ENSG00000099800"	"Q9Y5L4"
"ENSG00000099821"	"K7EMH3"
"ENSG00000099821"	"K7ESD1"
"ENSG00000099821"	"O00411"
"ENSG00000099821"	"R4GN79"
"ENSG00000099904"	"C9JVM2"
"ENSG00000099904"	"Q9ULC8"
"ENSG00000099940"	"C9JAF7"
"ENSG00000099940"	"O95721"
"ENSG00000099968"	"A0A087WTL4"
"ENSG00000099968"	"A0A087WW80"
"ENSG00000099968"	"A0A087WX97"
"ENSG00000099968"	"A0A0A0MR90"
"ENSG00000099968"	"E9PDD6"
"ENSG00000099968"	"F2Z2C3"
"ENSG00000099968"	"F6VJB4"
"ENSG00000099968"	"H0Y3R5"
"ENSG00000099968"	"Q9BXK5"
"ENSG00000099977"	"B5MC82"
"ENSG00000099977"	"H7C342"
"ENSG00000099977"	"J3KQ18"
"ENSG00000099977"	"P30046"
"ENSG00000100030"	"P28482"
"ENSG00000100033"	"A0A087WWM6"
"ENSG00000100033"	"C9JIW4"
"ENSG00000100033"	"E7EQL6"
"ENSG00000100033"	"H7C363"
"ENSG00000100033"	"H7C3U9"
"ENSG00000100033"	"O43272"
"ENSG00000100075"	"B4DP62"
"ENSG00000100075"	"P53007"
"ENSG00000100116"	"C9IZC9"
"ENSG00000100116"	"F2Z340"
"ENSG00000100116"	"H7BZ75"
"ENSG00000100116"	"O75600"
"ENSG00000100209"	"B0QYH2"
"ENSG00000100209"	"F8WBY7"
"ENSG00000100209"	"Q8IWL3"
"ENSG00000100216"	"Q9NS69"
"ENSG00000100225"	"A2A282"
"ENSG00000100225"	"F8WBR0"
"ENSG00000100225"	"F8WDR9"
"ENSG00000100225"	"Q9Y3I1"
"ENSG00000100243"	"B1AHF3"
"ENSG00000100243"	"P00387"
"ENSG00000100294"	"Q8IVS2"
"ENSG00000100294"	"V9GYY6"
"ENSG00000100300"	"B1AH87"
"ENSG00000100300"	"B1AH88"
"ENSG00000100300"	"J3QLD3"
"ENSG00000100300"	"P30536"
"ENSG00000100316"	"B5MCW2"
"ENSG00000100316"	"F8WCR1"
"ENSG00000100316"	"G5E9G0"
"ENSG00000100316"	"H7C3M2"
"ENSG00000100316"	"H7C422"
"ENSG00000100316"	"P39023"
"ENSG00000100335"	"B0QY94"
"ENSG00000100335"	"B0QY95"
"ENSG00000100335"	"L0R8F8"
"ENSG00000100335"	"Q9NQG6"
"ENSG00000100345"	"B1AH99"
"ENSG00000100345"	"P35579"
"ENSG00000100345"	"Q5BKV1"
"ENSG00000100347"	"Q9Y512"
"ENSG00000100348"	"F8WDN2"
"ENSG00000100348"	"M0QXH0"
"ENSG00000100348"	"Q99757"
"ENSG00000100364"	"B0QY16"
"ENSG00000100364"	"B0QY18"
"ENSG00000100364"	"B0QY20"
"ENSG00000100364"	"F8WD08"
"ENSG00000100364"	"H7C1U5"
"ENSG00000100364"	"Q6ICG6"
"ENSG00000100364"	"V9GYW7"
"ENSG00000100364"	"V9GZ62"
"ENSG00000100412"	"A2A274"
"ENSG00000100412"	"Q99798"
"ENSG00000100416"	"O75648"
"ENSG00000100416"	"Q2PPL5"
"ENSG00000100422"	"F8WFD8"
"ENSG00000100422"	"Q8TCT0"
"ENSG00000100445"	"F6RWC2"
"ENSG00000100445"	"G3V2Z6"
"ENSG00000100445"	"G3V3J5"
"ENSG00000100445"	"G3V451"
"ENSG00000100445"	"G3V4N6"
"ENSG00000100445"	"G3V4Z0"
"ENSG00000100445"	"G3V5T1"
"ENSG00000100445"	"H0YJ71"
"ENSG00000100445"	"Q86TZ5"
"ENSG00000100445"	"Q9NRG7"
"ENSG00000100575"	"A0A1W2PQS5"
"ENSG00000100575"	"A0A1W2PRH9"
"ENSG00000100575"	"G3V2F3"
"ENSG00000100575"	"G3V502"
"ENSG00000100575"	"Q9Y5J7"
"ENSG00000100577"	"A0A0A0MR33"
"ENSG00000100577"	"A0A0C4DFM0"
"ENSG00000100577"	"G3V267"
"ENSG00000100577"	"G3V3B9"
"ENSG00000100577"	"G3V4T6"
"ENSG00000100577"	"G3V5G8"
"ENSG00000100577"	"G3V5T0"
"ENSG00000100577"	"G3V5U6"
"ENSG00000100577"	"H0YJN8"
"ENSG00000100577"	"O43708"
"ENSG00000100596"	"H0YJ96"
"ENSG00000100596"	"H0YJV2"
"ENSG00000100596"	"O15270"
"ENSG00000100601"	"G3V4M4"
"ENSG00000100601"	"H0YJF3"
"ENSG00000100601"	"Q13686"
"ENSG00000100612"	"A0A087X0Z7"
"ENSG00000100612"	"G3V5J0"
"ENSG00000100612"	"H0YJ66"
"ENSG00000100612"	"H0YJE4"
"ENSG00000100612"	"H0YJR8"
"ENSG00000100612"	"Q9Y394"
"ENSG00000100678"	"F2Z391"
"ENSG00000100678"	"P57103"
"ENSG00000100714"	"F5H2F4"
"ENSG00000100714"	"P11586"
"ENSG00000100714"	"V9GY75"
"ENSG00000100714"	"V9GYY3"
"ENSG00000100714"	"V9GZ32"
"ENSG00000100714"	"V9GZ78"
"ENSG00000100823"	"A0A0C4DGK8"
"ENSG00000100823"	"G3V2D9"
"ENSG00000100823"	"G3V359"
"ENSG00000100823"	"G3V3C7"
"ENSG00000100823"	"G3V3M6"
"ENSG00000100823"	"G3V3Y6"
"ENSG00000100823"	"G3V574"
"ENSG00000100823"	"G3V5D9"
"ENSG00000100823"	"G3V5M0"
"ENSG00000100823"	"G3V5Q1"
"ENSG00000100823"	"H7C4A8"
"ENSG00000100823"	"P27695"
"ENSG00000100867"	"C9JZP6"
"ENSG00000100867"	"H0YJG9"
"ENSG00000100867"	"H0YJP4"
"ENSG00000100867"	"Q13268"
"ENSG00000100889"	"A0A0A0MS74"
"ENSG00000100889"	"H0YKC4"
"ENSG00000100889"	"H0YM31"
"ENSG00000100889"	"H0YMA5"
"ENSG00000100889"	"H0YML5"
"ENSG00000100889"	"H0YMU6"
"ENSG00000100889"	"H0YMY3"
"ENSG00000100889"	"H0YNG4"
"ENSG00000100889"	"H0YNH9"
"ENSG00000100889"	"Q16822"
"ENSG00000100890"	"A0A0A0MTQ0"
"ENSG00000100890"	"O15091"
"ENSG00000100890"	"S4R3S1"
"ENSG00000100890"	"S4R3T4"
"ENSG00000100890"	"S4R416"
"ENSG00000100991"	"Q8TEL6"
"ENSG00000101019"	"B1AKV2"
"ENSG00000101019"	"B1AKV3"
"ENSG00000101019"	"B1AKV4"
"ENSG00000101019"	"B1AKV6"
"ENSG00000101019"	"D6RDV2"
"ENSG00000101019"	"F6UTR7"
"ENSG00000101019"	"F8WAM1"
"ENSG00000101019"	"F8WCR2"
"ENSG00000101019"	"H7BZM2"
"ENSG00000101019"	"H7C3C3"
"ENSG00000101019"	"H7C611"
"ENSG00000101019"	"Q9NVA1"
"ENSG00000101152"	"Q9H3Z4"
"ENSG00000101166"	"E9PL81"
"ENSG00000101166"	"Q9Y3B1"
"ENSG00000101181"	"B4DRC1"
"ENSG00000101181"	"Q5JXJ0"
"ENSG00000101181"	"Q9H4K7"
"ENSG00000101247"	"B3KR61"
"ENSG00000101247"	"Q5TEU4"
"ENSG00000101298"	"O15079"
"ENSG00000101337"	"A0A0C4DFM1"
"ENSG00000101337"	"F2Z2L1"
"ENSG00000101337"	"F8WCN2"
"ENSG00000101337"	"Q92544"
"ENSG00000101349"	"Q9P286"
"ENSG00000101365"	"A0A087WZN1"
"ENSG00000101365"	"A0A087X2E5"
"ENSG00000101365"	"A0A0D9SET9"
"ENSG00000101365"	"A0A0D9SG66"
"ENSG00000101365"	"O43837"
"ENSG00000101391"	"H0Y721"
"ENSG00000101391"	"Q96SZ6"
"ENSG00000101473"	"E9PIS4"
"ENSG00000101473"	"E9PJN0"
"ENSG00000101473"	"E9PMC4"
"ENSG00000101473"	"E9PRD4"
"ENSG00000101473"	"F6VBM3"
"ENSG00000101473"	"H0Y698"
"ENSG00000101473"	"H7C5A7"
"ENSG00000101473"	"O14734"
"ENSG00000101473"	"Q9BR14"
"ENSG00000101546"	"Q8N0V3"
"ENSG00000101986"	"A6NEP8"
"ENSG00000101986"	"P33897"
"ENSG00000102024"	"A0A0A0MSQ0"
"ENSG00000102024"	"F2Z2Z9"
"ENSG00000102024"	"H7C4N2"
"ENSG00000102024"	"P13797"
"ENSG00000102024"	"U3KQI3"
"ENSG00000102048"	"Q96DX5"
"ENSG00000102048"	"R4GN94"
"ENSG00000102078"	"F6SL11"
"ENSG00000102078"	"O95258"
"ENSG00000102078"	"Q5JY88"
"ENSG00000102125"	"A0A087WWD5"
"ENSG00000102125"	"A0A087WYT1"
"ENSG00000102125"	"A0A087X0T0"
"ENSG00000102125"	"C9J699"
"ENSG00000102125"	"F6Y2X3"
"ENSG00000102125"	"H7C2I9"
"ENSG00000102125"	"Q16635"
"ENSG00000102128"	"P0C0E4"
"ENSG00000102144"	"P00558"
"ENSG00000102309"	"D6RFY5"
"ENSG00000102309"	"H0Y4T6"
"ENSG00000102309"	"H0Y610"
"ENSG00000102309"	"H0Y8P6"
"ENSG00000102309"	"J3KMW3"
"ENSG00000102309"	"Q9Y237"
"ENSG00000102401"	"H3BM63"
"ENSG00000102401"	"H3BV87"
"ENSG00000102401"	"Q9UH62"
"ENSG00000102738"	"Q92665"
"ENSG00000102743"	"F2Z354"
"ENSG00000102743"	"Q5VZD9"
"ENSG00000102743"	"Q9Y619"
"ENSG00000102763"	"A3KMH1"
"ENSG00000102794"	"A6NK06"
"ENSG00000102794"	"H7C1Q4"
"ENSG00000102882"	"B3KR49"
"ENSG00000102882"	"E9PBK7"
"ENSG00000102882"	"E9PJF0"
"ENSG00000102882"	"E9PQW4"
"ENSG00000102882"	"E9PRH7"
"ENSG00000102882"	"H0YDH9"
"ENSG00000102882"	"H0YEX6"
"ENSG00000102882"	"P27361"
"ENSG00000102897"	"H3BNA8"
"ENSG00000102897"	"H3BNK2"
"ENSG00000102897"	"O43325"
"ENSG00000102931"	"H3BM52"
"ENSG00000102931"	"H3BU49"
"ENSG00000102931"	"Q9Y2Y0"
"ENSG00000102967"	"I3L449"
"ENSG00000102967"	"I3NI32"
"ENSG00000102967"	"J3QRJ4"
"ENSG00000102967"	"J3QRQ3"
"ENSG00000102967"	"Q02127"
"ENSG00000103018"	"D6RFH4"
"ENSG00000103018"	"H3BUX2"
"ENSG00000103018"	"J3KNF8"
"ENSG00000103018"	"J3QR91"
"ENSG00000103018"	"O43169"
"ENSG00000103024"	"H3BMQ7"
"ENSG00000103024"	"H3BPD9"
"ENSG00000103024"	"H3BPR2"
"ENSG00000103024"	"H3BRA8"
"ENSG00000103024"	"Q13232"
"ENSG00000103121"	"H3BN28"
"ENSG00000103121"	"H3BNN8"
"ENSG00000103121"	"H3BP68"
"ENSG00000103121"	"H3BPP2"
"ENSG00000103121"	"H3BQQ1"
"ENSG00000103121"	"H3BRC3"
"ENSG00000103121"	"H3BTB6"
"ENSG00000103121"	"Q9NRP2"
"ENSG00000103150"	"O95822"
"ENSG00000103152"	"A2IDA3"
"ENSG00000103152"	"P29372"
"ENSG00000103160"	"H3BNH5"
"ENSG00000103160"	"H3BQI7"
"ENSG00000103160"	"H3BT52"
"ENSG00000103160"	"Q3SXM5"
"ENSG00000103202"	"A0A087WVT9"
"ENSG00000103202"	"A2IDC9"
"ENSG00000103202"	"F2Z297"
"ENSG00000103202"	"F2Z2X0"
"ENSG00000103202"	"H0Y6J0"
"ENSG00000103202"	"O00746"
"ENSG00000103202"	"Q4TT34"
"ENSG00000103254"	"H3BPE8"
"ENSG00000103254"	"H3BQW1"
"ENSG00000103254"	"J3KMW5"
"ENSG00000103254"	"Q9BQD7"
"ENSG00000103356"	"H3BPY3"
"ENSG00000103356"	"H3BQI0"
"ENSG00000103356"	"H3BQP8"
"ENSG00000103356"	"H3BTB7"
"ENSG00000103356"	"I3L166"
"ENSG00000103356"	"Q5JPH6"
"ENSG00000103423"	"I3L1I6"
"ENSG00000103423"	"I3L1T6"
"ENSG00000103423"	"I3L1T9"
"ENSG00000103423"	"I3L3D3"
"ENSG00000103423"	"Q96EY1"
"ENSG00000103490"	"H3BP42"
"ENSG00000103490"	"Q9ULZ3"
"ENSG00000103502"	"B3KY94"
"ENSG00000103502"	"H3BTJ7"
"ENSG00000103502"	"H3BUR9"
"ENSG00000103502"	"O14735"
"ENSG00000103507"	"H3BNP3"
"ENSG00000103507"	"H3BQP2"
"ENSG00000103507"	"H3BS02"
"ENSG00000103507"	"H3BTL2"
"ENSG00000103507"	"H3BUV3"
"ENSG00000103507"	"O14874"
"ENSG00000103642"	"H0YNN5"
"ENSG00000103642"	"P83111"
"ENSG00000103707"	"H3BTN9"
"ENSG00000103707"	"Q96DP5"
"ENSG00000104059"	"H0YKM1"
"ENSG00000104059"	"O60320"
"ENSG00000104325"	"E5RFV2"
"ENSG00000104325"	"E5RGS6"
"ENSG00000104325"	"E5RHR1"
"ENSG00000104325"	"E5RID6"
"ENSG00000104325"	"E5RJD2"
"ENSG00000104325"	"E5RJG7"
"ENSG00000104325"	"H0YAW3"
"ENSG00000104325"	"Q16698"
"ENSG00000104381"	"E5RGI2"
"ENSG00000104381"	"Q8TB36"
"ENSG00000104412"	"E5RGJ2"
"ENSG00000104412"	"H0YAS9"
"ENSG00000104412"	"Q15006"
"ENSG00000104442"	"E5RHK3"
"ENSG00000104442"	"E5RJ86"
"ENSG00000104442"	"E9PR92"
"ENSG00000104442"	"Q9NVT9"
"ENSG00000104687"	"E5RI06"
"ENSG00000104687"	"H0YC68"
"ENSG00000104687"	"P00390"
"ENSG00000104723"	"A0A0A0MTC2"
"ENSG00000104723"	"D6RA37"
"ENSG00000104723"	"D6RDV0"
"ENSG00000104723"	"D6RIY7"
"ENSG00000104723"	"Q13454"
"ENSG00000104763"	"A0A1B0GTA6"
"ENSG00000104763"	"A0A1B0GTD4"
"ENSG00000104763"	"A0A1B0GTM3"
"ENSG00000104763"	"A0A1B0GTP7"
"ENSG00000104763"	"A0A1B0GTQ7"
"ENSG00000104763"	"A0A1B0GTX9"
"ENSG00000104763"	"A0A1B0GTZ5"
"ENSG00000104763"	"A0A1B0GU06"
"ENSG00000104763"	"A0A1B0GU62"
"ENSG00000104763"	"A0A1B0GU70"
"ENSG00000104763"	"A0A1B0GUA4"
"ENSG00000104763"	"A0A1B0GUB3"
"ENSG00000104763"	"A0A1B0GUE3"
"ENSG00000104763"	"A0A1B0GUG1"
"ENSG00000104763"	"A0A1B0GUH5"
"ENSG00000104763"	"A0A1B0GUJ2"
"ENSG00000104763"	"A0A1B0GUJ3"
"ENSG00000104763"	"A0A1B0GUP1"
"ENSG00000104763"	"A0A1B0GUQ5"
"ENSG00000104763"	"A0A1B0GUW4"
"ENSG00000104763"	"A0A1B0GV06"
"ENSG00000104763"	"A0A1B0GV88"
"ENSG00000104763"	"A0A1B0GV95"
"ENSG00000104763"	"A0A1B0GVA3"
"ENSG00000104763"	"A0A1B0GVA8"
"ENSG00000104763"	"A0A1B0GVC9"
"ENSG00000104763"	"A0A1B0GVE7"
"ENSG00000104763"	"A0A1B0GVG2"
"ENSG00000104763"	"A0A1B0GVJ1"
"ENSG00000104763"	"A0A1B0GVL2"
"ENSG00000104763"	"A0A1B0GVY5"
"ENSG00000104763"	"A0A1B0GW30"
"ENSG00000104763"	"A0A1B0GW48"
"ENSG00000104763"	"A0A1B0GW66"
"ENSG00000104763"	"A0A1B0GW68"
"ENSG00000104763"	"A0A1B0GWC9"
"ENSG00000104763"	"E7EMM4"
"ENSG00000104763"	"Q13510"
"ENSG00000104765"	"E5RFE9"
"ENSG00000104765"	"H0YBC7"
"ENSG00000104765"	"O60238"
"ENSG00000104823"	"M0QXS7"
"ENSG00000104823"	"M0QZF6"
"ENSG00000104823"	"M0QZW4"
"ENSG00000104823"	"M0QZX8"
"ENSG00000104823"	"M0R1A2"
"ENSG00000104823"	"M0R248"
"ENSG00000104823"	"M0R280"
"ENSG00000104823"	"Q13011"
"ENSG00000104835"	"B4DJM9"
"ENSG00000104835"	"M0QWZ7"
"ENSG00000104835"	"M0QX29"
"ENSG00000104835"	"M0R1C0"
"ENSG00000104835"	"M0R259"
"ENSG00000104835"	"M0R2H5"
"ENSG00000104835"	"Q9NP81"
"ENSG00000104936"	"K7EQX1"
"ENSG00000104936"	"M0QXJ9"
"ENSG00000104936"	"M0QZ00"
"ENSG00000104936"	"M0R1F3"
"ENSG00000104936"	"M0R333"
"ENSG00000104936"	"Q09013"
"ENSG00000104980"	"M0QXM9"
"ENSG00000104980"	"M0QXU7"
"ENSG00000104980"	"M0R124"
"ENSG00000104980"	"M0R301"
"ENSG00000104980"	"O43615"
"ENSG00000105135"	"A1L0T0"
"ENSG00000105135"	"E9PJS0"
"ENSG00000105135"	"E9PL44"
"ENSG00000105135"	"E9PNL1"
"ENSG00000105135"	"M0QZX5"
"ENSG00000105135"	"M0R026"
"ENSG00000105135"	"M0R1B5"
"ENSG00000105197"	"M0QXC3"
"ENSG00000105197"	"M0R003"
"ENSG00000105197"	"M0R047"
"ENSG00000105197"	"M0R0C3"
"ENSG00000105197"	"M0R1Y4"
"ENSG00000105197"	"M0R2D2"
"ENSG00000105197"	"M0R2F8"
"ENSG00000105197"	"M0R2Q2"
"ENSG00000105197"	"M0R2Z3"
"ENSG00000105197"	"M0R303"
"ENSG00000105197"	"Q3ZCQ8"
"ENSG00000105327"	"Q96PG8"
"ENSG00000105327"	"Q9BXH1"
"ENSG00000105341"	"B4DFT4"
"ENSG00000105341"	"K7EIV4"
"ENSG00000105341"	"K7ESN5"
"ENSG00000105341"	"M0QX81"
"ENSG00000105341"	"M0QZC4"
"ENSG00000105341"	"M0QZP7"
"ENSG00000105341"	"M0R078"
"ENSG00000105341"	"Q9NW81"
"ENSG00000105364"	"K7EJ73"
"ENSG00000105364"	"K7EKI4"
"ENSG00000105364"	"K7ELF1"
"ENSG00000105364"	"K7ELQ0"
"ENSG00000105364"	"K7ES61"
"ENSG00000105364"	"Q9BYD3"
"ENSG00000105364"	"X6RAY8"
"ENSG00000105379"	"M0QY67"
"ENSG00000105379"	"P38117"
"ENSG00000105552"	"B3KSI3"
"ENSG00000105552"	"M0QXF9"
"ENSG00000105552"	"M0QZ10"
"ENSG00000105552"	"M0QZP4"
"ENSG00000105552"	"M0R2K7"
"ENSG00000105552"	"O15382"
"ENSG00000105607"	"K7EKH1"
"ENSG00000105607"	"K7EKT3"
"ENSG00000105607"	"K7EQ99"
"ENSG00000105607"	"K7ER63"
"ENSG00000105607"	"K7ERX1"
"ENSG00000105607"	"K7ES74"
"ENSG00000105607"	"K7ESA6"
"ENSG00000105607"	"Q92947"
"ENSG00000105640"	"M0R0P7"
"ENSG00000105640"	"M0R117"
"ENSG00000105640"	"M0R1A7"
"ENSG00000105640"	"M0R3D6"
"ENSG00000105640"	"Q02543"
"ENSG00000105701"	"A0A0A0MTJ1"
"ENSG00000105701"	"M0R1Q0"
"ENSG00000105701"	"M0R1S6"
"ENSG00000105701"	"M0R2K9"
"ENSG00000105701"	"M0R2Q6"
"ENSG00000105701"	"M0R304"
"ENSG00000105701"	"Q14318"
"ENSG00000105701"	"U3KQ64"
"ENSG00000105701"	"U3KQI1"
"ENSG00000105701"	"V9GZ05"
"ENSG00000105755"	"M0QX80"
"ENSG00000105755"	"M0QXB5"
"ENSG00000105755"	"M0QY80"
"ENSG00000105755"	"O95571"
"ENSG00000105784"	"Q96NL0"
"ENSG00000105793"	"A4D1E9"
"ENSG00000105793"	"C9J8R7"
"ENSG00000105793"	"C9JEQ8"
"ENSG00000105793"	"C9JNI1"
"ENSG00000105793"	"F8WBB5"
"ENSG00000105793"	"F8WBY0"
"ENSG00000105793"	"F8WCN4"
"ENSG00000105819"	"F8WAZ6"
"ENSG00000105819"	"F8WBE1"
"ENSG00000105819"	"F8WEA6"
"ENSG00000105819"	"F8WEC8"
"ENSG00000105819"	"G3V0E4"
"ENSG00000105819"	"O75439"
"ENSG00000105953"	"A0A0D9SFS3"
"ENSG00000105953"	"C9J4G7"
"ENSG00000105953"	"E9PCR7"
"ENSG00000105953"	"E9PDF2"
"ENSG00000105953"	"E9PFG7"
"ENSG00000105953"	"Q02218"
"ENSG00000106028"	"C9J8J0"
"ENSG00000106028"	"C9K0U8"
"ENSG00000106028"	"E7EUY5"
"ENSG00000106028"	"Q04837"
"ENSG00000106049"	"F8WET2"
"ENSG00000106049"	"H7BZL2"
"ENSG00000106049"	"P31937"
"ENSG00000106077"	"C9J7Q4"
"ENSG00000106077"	"H0YC52"
"ENSG00000106077"	"H7BZ58"
"ENSG00000106077"	"H7C396"
"ENSG00000106077"	"Q8NFV4"
"ENSG00000106105"	"F8WCK4"
"ENSG00000106105"	"H7C443"
"ENSG00000106105"	"P41250"
"ENSG00000106153"	"Q9Y6H1"
"ENSG00000106246"	"C9JGL8"
"ENSG00000106246"	"C9JQN9"
"ENSG00000106246"	"C9JWL7"
"ENSG00000106246"	"O75127"
"ENSG00000106346"	"B4DP25"
"ENSG00000106346"	"C9JPC9"
"ENSG00000106346"	"E5RJP3"
"ENSG00000106346"	"E7EWZ4"
"ENSG00000106346"	"F8WD92"
"ENSG00000106346"	"Q9H9J4"
"ENSG00000106436"	"Q9BUA6"
"ENSG00000106554"	"A0A286YEX5"
